s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps3
87.8406263009,89641.6921339420,43137.7861510830,0.1086562779,0.2099358675,7.9538255000,-0.0594661000
89.8087983783,89643.6486991420,43137.9995847830,0.5218461904,0.2548183248,6.8920251000,3.9447267000
91.7430494940,89645.3255021420,43138.9637730830,1.0147288195,0.1681258277,6.9574953000,-0.2269066000
93.7403696633,89646.3797881420,43140.6601718830,1.3505299262,0.1095233429,7.0223551000,-0.2269066000
95.7500250889,89646.8188769420,43142.6212725830,1.5706341065,0.0866134863,8.0093272000,-3.7126276000
97.6899801145,89646.8191916420,43144.5612275830,1.7386603746,0.0784128441,9.2389892000,-5.3076395000
99.7503505203,89646.4749515420,43146.5926371830,1.9002198780,0.0684181376,10.0673744000,-4.0022271000
101.7523033657,89645.8273245420,43148.4869429830,2.0371897633,0.0458638977,10.8948134000,-4.3405182000
103.7633951114,89644.9230012420,43150.2832417830,2.1294262694,0.0154520054,11.1100000000,-1.1849548000
105.7420245625,89643.8742783420,43151.9610840830,2.1600000624,-0.0002125524,11.1100000000,0.0000000000
107.7419819201,89642.7629036420,43153.6238154830,2.1595749668,-0.0050533572,11.1100000000,0.0000000000
109.7404530329,89641.6530612420,43155.2857831830,2.1494759783,-0.0037317778,11.1100000000,0.0000000000
111.7342475907,89640.5626170420,43156.9549590830,2.1420355801,-0.0014783916,11.1100000000,0.0000000000
113.7328829532,89639.4820049420,43158.6362742830,2.1390808143,0.0008088241,11.1100000000,0.0000000000
115.7301280973,89638.4071136420,43160.3196033830,2.1406962344,0.0040722754,11.1100000000,0.0000000000
117.7260269660,89637.3302308420,43162.0000603830,2.1488240842,0.0100768519,11.1100000000,0.0000000000
119.7231255981,89636.2390697420,43163.6727140830,2.1689485514,0.0218543739,11.1100000000,0.0000000000
121.7208984372,89635.1140909420,43165.3236286830,2.2126086259,0.0397420828,11.1100000000,0.0000000000
123.7105611546,89633.9229831420,43166.9173726830,2.2916819663,0.0560936651,11.1100000000,0.0000000000
125.7028741877,89632.6079564420,43168.4140409830,2.4034381063,0.0627153221,11.1100000000,0.0000000000
127.7190669375,89631.1165551420,43169.7707853830,2.5298842841,0.0550230617,11.1100000000,0.0000000000
129.7341305430,89629.4668867420,43170.9279696830,2.6407592532,-0.0330285142,11.1100000000,0.0000000000
131.7462549185,89627.7018860420,43171.8941047830,2.5743017747,-0.0572957165,11.1100000000,0.0000000000
133.6542270275,89626.0927790420,43172.9193521830,2.4649831457,-0.0400113020,10.2126855000,4.7880153000
135.6651506800,89624.5248615420,43174.1784981830,2.3845234722,-0.0941453877,9.2036163000,4.9029380000
137.6977474162,89623.0474645420,43175.5744736830,2.1931638645,-0.1497775729,8.0461271000,4.9965305000
139.8426028145,89621.7970987420,43177.3171698830,1.8719126287,-0.1486038388,6.6627794000,5.0919095000
141.7464122063,89621.2324546420,43179.1353192830,1.5889992447,-0.1311633688,6.7260719000,-0.2120627000
143.5763462688,89621.1991463420,43180.9649501830,1.3489789284,-0.1572648814,6.7887743000,-0.2120627000
145.5644850032,89621.6365425420,43182.9043779830,1.0363145262,-0.1397748598,7.6645274000,-3.1675078000
147.6437671418,89622.6957188420,43184.6936682830,0.7456831567,-0.1463967572,8.0710357000,-1.6007394000
149.6392939185,89624.1616818420,43186.0475809830,0.4535445077,-0.1440381732,8.3222937000,-1.0307566000
151.6792139214,89625.9953653420,43186.9413809830,0.1597181570,-0.1251088544,8.7008870000,-1.6128076000
153.7092327023,89627.9995463420,43187.2642350830,-0.0942551671,-0.0693376708,8.8523591000,-0.6653636000
155.5930848144,89629.8750365420,43187.0869350830,-0.2248770846,-0.0631985942,9.1490659000,-1.3366057000
157.4934411940,89631.7275448420,43186.6631811830,-0.3449769362,-0.0771581811,10.4256697000,-6.2534686000
159.5965879611,89633.7067810420,43185.9519495830,-0.5072519153,-0.0458287850,10.5464781000,-0.6340291000
161.6224674032,89635.4775673420,43184.9678238830,-0.6000955087,0.0113560409,10.4298099000,0.6124211000
163.6437067383,89637.1456591420,43183.8263869830,-0.5771422321,0.1024494100,9.4484973000,4.8815277000
165.6144241940,89638.7971703420,43182.7511018830,-0.3752433915,0.1525275705,8.8138423000,2.9004345000
167.6406493904,89640.6824076420,43182.0084923830,-0.0661881849,0.1193616181,8.8975686000,-0.3710940000
169.5953493765,89642.6328275420,43181.8792087830,0.1671279683,0.0677246673,8.9805143000,-0.3710940000
171.5135359400,89644.5242872420,43182.1983010830,0.2970365150,0.0575968613,9.4405535000,-2.1206967000
173.5111621627,89646.4344335420,43182.7829818830,0.4120935155,0.0232137249,10.6685124000,-6.1793768000
175.5576936392,89648.3096382420,43183.6026759830,0.4596011342,-0.0118603308,11.1100000000,-2.4061111000
177.5465492796,89650.0921093420,43184.4849137830,0.4360126485,-0.0434520166,11.1100000000,0.0000000000
179.5745238251,89651.9303523420,43185.3413852830,0.3478930649,-0.0762786998,10.3445303000,4.1097551000
181.5835726296,89653.8190452420,43186.0263058830,0.1946454343,-0.0957924723,9.3524678000,4.8899907000
183.6531121710,89655.8495042420,43186.4265934830,-0.0036008749,-0.1529643052,8.2191841000,4.9833360000
185.5986157840,89657.7949952420,43186.4195879830,-0.3011934834,-0.1926040625,7.8026974000,1.6698738000
187.5394000553,89659.6484114420,43185.8438345830,-0.6749964185,-0.2743246884,6.3608889000,5.1103395000
189.5055384347,89661.1833937420,43184.6152054830,-1.2143567168,-0.2523535620,6.4213136000,-0.1932809000
191.4775295970,89661.8715000420,43182.7671635830,-1.7119957110,-0.2096235340,6.4811750000,-0.1932809000
193.4558099044,89661.5930953420,43180.8085712830,-2.1266898202,-0.1496007703,6.9935352000,-1.7276818000
195.4615731134,89660.5346491420,43179.1048172830,-2.4267535412,-0.1012306575,7.6077197000,-2.2441816000
197.4451364801,89659.0366646420,43177.8045995830,-2.6275509650,-0.0608091094,8.4349029000,-3.3208252000
199.4040815726,89657.3308851420,43176.8413850830,-2.7466726714,-0.0279818883,9.6358541000,-5.4308854000
201.4137366432,89655.4759185420,43176.0682017830,-2.8029066151,0.0128318950,10.9664626000,-6.8601768000
203.4422586379,89653.5626327420,43175.3942292830,-2.7768768338,0.0682830038,10.7493754000,1.1797223000
205.4034347824,89651.7304526420,43174.6947094830,-2.6429618356,0.0891229972,9.8067035000,4.8491964000
207.4599890092,89649.9243082420,43173.7112168830,-2.4596755590,0.1408270655,8.7420761000,4.9417630000
209.4738237630,89648.3608357420,43172.4419319830,-2.1760731202,0.1335863647,8.0799031000,2.7875170000
211.5487635439,89647.1802163420,43170.7356163830,-1.8988894578,0.1892393778,6.7043046000,5.0893077000
213.4492011796,89646.5678222420,43168.9365508830,-1.5392518221,0.1098974300,6.7679915000,-0.2147143000
215.3531321598,89646.6278708420,43167.0335670830,-1.3300147004,0.1289633570,6.8310847000,-0.2147143000
217.3128051340,89647.0951779420,43165.1304269830,-1.0772886951,0.1185872527,6.9728737000,-0.4897960000
219.3135849848,89648.0429831420,43163.3683868830,-0.8400217094,0.1047824363,8.2038754000,-4.6752663000
221.3788088936,89649.4214099420,43161.8305021830,-0.6236225167,0.1133729183,8.9149492000,-3.0461940000
223.3738803652,89651.0409457420,43160.6654210830,-0.3974354418,0.1156750977,9.3105060000,-1.8040817000
225.3722689674,89652.8835732420,43159.8919348830,-0.1662716450,0.1093914684,9.3105725000,-0.0003100000
227.3707189158,89654.8544619420,43159.5611782830,0.0523417293,0.1103883152,8.3366303000,4.3010849000
229.4557383825,89656.9366259420,43159.6702619830,0.2825035154,0.1852863502,7.0173159000,5.0691747000
231.3548120881,89658.7604214420,43160.1996492830,0.6343759512,0.0311393862,7.0839763000,-0.2352315000
233.3317237347,89660.3527085420,43161.3713153830,0.6959357665,0.1048220717,7.1500152000,-0.2352315000
235.3044276029,89661.8666682420,43162.6360234830,0.9027186729,0.0178484438,7.7815643000,-2.3598362000
237.2307734564,89663.0599972420,43164.1482318830,0.9371009486,-0.0206124998,8.7545990000,-4.0265398000
239.3771017828,89664.3308955420,43165.8778395830,0.8928597563,-0.0693504548,9.3406851000,-2.6539688000
241.3632106514,89665.5765576420,43167.4247572830,0.7551222029,-0.1716883784,8.2055181000,4.9843882000
243.4369346462,89667.0866181420,43168.8460413830,0.3990878931,-0.1351348786,8.2834657000,-0.3216366000
245.3303039549,89668.8311985420,43169.5817631830,0.1432276615,-0.1532801099,7.4500212000,3.2814863000
247.2002750339,89670.6820219420,43169.8486799830,-0.1434017110,-0.1175800696,7.5207920000,-0.2651358000
249.1609549712,89672.6225766420,43169.5684777830,-0.3739385945,-0.0912296584,7.5909031000,-0.2651358000
251.2823636936,89674.5973872420,43168.7935596830,-0.5674739875,-0.1015180683,8.6978107000,-4.5119796000
253.2885092256,89676.2890923420,43167.7152490830,-0.7711340067,-0.1153573585,9.3199440000,-2.8051305000
255.2791814074,89677.7166447420,43166.3278522830,-1.0007726912,-0.1100301997,9.4308510000,-0.5204123000
257.2649159259,89678.7882502420,43164.6560857830,-1.2192634568,-0.0975191471,9.8020105000,-1.7863784000
259.2718806642,89679.4793231420,43162.7718549830,-1.4149809463,-0.1003681448,10.1743466000,-1.8613168000
261.2551890025,89679.7871041420,43160.8125737830,-1.6140419247,-0.0750078357,10.2786001000,-0.5336000000
263.3203340999,89679.6978235420,43158.7493594830,-1.7689439888,-0.0674101915,10.5206898000,-1.2600669000
265.2891040197,89679.3102641420,43156.8191126830,-1.9016591462,-0.0808905886,10.8369103000,-1.6900964000
267.2204793826,89678.6828391420,43154.9924904830,-2.0578892361,-0.1083257846,10.0752090000,3.9861323000
269.2328206440,89677.7409449420,43153.2141899830,-2.2758776821,-0.1091865339,10.1709175000,-0.4849105000
271.2202696025,89676.4528876420,43151.7006306830,-2.4928803453,-0.0992309359,10.2657338000,-0.4849105000
273.2558485621,89674.8308112420,43150.4708136830,-2.6948727507,-0.0722698777,10.4759502000,-1.0911377000
275.2445462885,89673.0372664420,43149.6116770830,-2.8385956922,-0.0112576868,10.8228550000,-1.8489900000
277.1907190987,89671.1797485420,43149.0309741830,-2.8605050961,-0.0106701521,11.1100000000,-1.5760330000
279.1890162339,89669.2598759420,43148.4766451830,-2.8818272304,0.0095921388,11.1100000000,0.0000000000
281.1507894207,89667.3639197420,43147.9727561830,-2.8630096297,0.0258391812,11.1100000000,0.0000000000
283.2482943959,89665.3472818420,43147.3959557830,-2.8088118186,0.0433953978,11.1100000000,0.0000000000
285.2831938091,89663.4240219420,43146.7312099830,-2.7205065492,0.0457781838,10.6267466000,2.6286840000
287.2782036319,89661.6032851420,43145.9157458830,-2.6291786228,0.1003962159,9.6695433000,4.8617184000
289.1688840209,89659.9554371420,43144.9887780830,-2.4393614663,0.1521725155,8.8429228000,3.8294761000
291.1631455980,89658.4330120420,43143.7006394830,-2.1358896655,0.1272310520,8.9269254000,-0.3735469000
293.1846194018,89657.3505236420,43141.9934267830,-1.8786954269,0.0691317388,9.0101448000,-0.3735469000
295.1639031339,89656.7506874420,43140.1072240830,-1.7418641008,0.0355130972,9.2043337000,-0.8851364000
297.1536627475,89656.4119614420,43138.1465078830,-1.6712015742,0.0291758311,10.5826869000,-6.8251132000
299.1731998912,89656.2095298420,43136.1371418830,-1.6122798996,-0.0014890883,11.1100000000,-2.8625353000
301.1672234896,89656.1268343420,43134.1448337830,-1.6152491767,-0.0432509133,11.1100000000,0.0000000000
303.1904282433,89656.0369267420,43132.1236276830,-1.7027546301,-0.0930670634,10.6483155000,2.5138508000
305.1710383105,89655.7763266420,43130.1602367830,-1.8870841928,-0.0953601815,10.7494682000,-0.5416456000
307.2280066580,89655.1365257420,43128.2053010830,-2.0832370679,-0.0639135346,10.8496779000,-0.5416456000
309.2135822597,89654.1629862420,43126.4747718830,-2.2101422227,-0.0895098270,10.1220496000,3.8186751000
311.1209701660,89653.0249038420,43124.9441193830,-2.3808721843,-0.1326453778,9.6338661000,2.4135110000
313.0933373330,89651.5962404420,43123.5842836830,-2.6424975722,-0.1218263745,9.7253821000,-0.4433581000
315.1261348120,89649.8114116420,43122.6113233830,-2.8901459193,-0.1072262437,9.8160449000,-0.4433581000
317.1301242044,89647.8704407420,43122.1127198830,-3.1050261743,-0.0902366301,9.9282824000,-0.5545605000
319.1256228538,89645.8762760420,43122.0397677830,2.9980920595,-0.0740382529,10.2713833000,-1.7343432000
321.1246823946,89643.8977639420,43122.3256504830,2.8500851837,-0.0603993685,10.8490151000,-3.0529674000
323.1214038328,89641.9852807420,43122.8995010830,2.7294844696,-0.0459981374,11.1100000000,-1.4341583000
325.1199820082,89640.1540266420,43123.7000153830,2.6375535960,-0.0308175521,11.1100000000,0.0000000000
327.1207036951,89638.4021167420,43124.6662963830,2.5758962512,-0.0165871582,11.1100000000,0.0000000000
329.1078850947,89636.7245073420,43125.7314332830,2.5429345590,1.0000000000,11.1100000000,0.0000000000
