idx,ub,lb,left_boundary_idx,right_boundary_idx,left_x,left_y,right_x,right_y
54,3.75806563261659,-3.8036407907460226,3291,3294,89630.10335978496,43159.36342639027,89623.70119427111,43155.339537628584
55,3.769017530748279,-3.778091252715627,3279,3279,89630.7436097063,43158.347550850776,89624.33010035324,43154.36939188369
56,3.789406347964681,-3.7522397564643666,3266,3267,89631.39534314079,43157.314582239516,89624.94138722,43153.412931443134
57,3.7941534193056072,-3.7113812375941984,3253,3255,89632.01861638406,43156.27049273052,89625.55684388627,43152.45230642382
58,3.73122472129686,-3.6733450308196143,3243,3240,89632.57554215597,43155.19846205502,89626.17218340772,43151.480310638646
59,3.6605051073752266,-3.6509989824737015,3228,3228,89633.12256839409,43154.10393783152,89626.75661497547,43150.50772744725
60,3.5872936442911225,-3.621333887617544,3218,3213,89633.65600960879,43153.02515211229,89627.35611032446,43149.52149974639
61,3.5208972472338402,-3.577019571562135,3201,3204,89634.17447813723,43151.969892601475,89627.97492671582,43148.51359612405
62,3.5015070987322985,-3.527690117681882,3190,3189,89634.72693269521,43150.93542921816,89628.59284089941,43147.50286001305
63,3.4712892431221687,-3.4910737437592454,3174,3179,89635.26641060291,43149.90658391287,89629.20705721094,43146.47748274313
64,3.430201917599693,-3.4254235698429243,3165,3161,89635.79608127668,43148.89822981088,89629.86853727103,43145.45383975093
65,3.3650870844763214,-3.3700835631380137,3149,3151,89636.32279320313,43147.878286832616,89630.53070215952,43144.44110703007
66,3.332390959115371,-3.3080331992486474,3137,3139,89636.88282235045,43146.87182924729,89631.19903771191,43143.43819776071
67,3.3165333731497313,-3.348873392510006,3127,3123,89637.47627362158,43145.843434547896,89631.76411835532,43142.40847755168
68,3.356079432500693,-3.3503562618491567,3110,3114,89638.11079031618,43144.83575714939,89632.35517105553,43141.39350110879
69,3.4431347651545834,-3.273924336229616,3097,3101,89638.78690359277,43143.84124702971,89633.0108343823,43140.412558148026
70,3.4837095654250785,-3.195496926404657,3085,3087,89639.42038896239,43142.82783807861,89633.68632865594,43139.40258600575
71,3.451879582128063,-3.158472606947654,3074,3072,89639.98991264003,43141.84231211483,89634.39070763896,43138.3286730583
72,3.3594120148161464,-3.2128576485417977,3061,3059,89640.50043142823,43140.95934074149,89635.13056259268,43137.16998232391
73,3.2839563451020846,-3.3235141261446404,3052,3044,89641.00255053642,43140.24742606878,89635.99495918446,43135.93666106936
74,3.4093819105045022,-3.5418446455908157,3032,3037,89641.61577629216,43139.86309008306,89637.0106115236,43134.65617083186
75,3.376320051430862,-3.862090186858954,3030,3020,89642.04622596555,43139.543925823215,89638.29530606419,43133.35319220987
76,3.3684663539382287,-3.9731160053898584,3028,3010,89642.3899468969,43139.38509848318,89640.01350929552,43132.4387774522
77,3.67685954054584,-3.9054320713062216,2987,2998,89642.71037075843,43139.631190296466,89641.99172860805,43132.08303161061
78,3.6932019537478884,-3.834898979182755,2984,2983,89642.92106498682,43139.65063603061,89643.9904577656,43132.19887766489
79,3.613228205423927,-3.8594945260188127,2964,2971,89643.19688584091,43139.638000340325,89645.93941649156,43132.68673350246
80,3.546587989876791,-3.8149319401075124,2935,2959,89643.52002713435,43139.72866817569,89647.68154786876,43133.65629459886
81,3.5018531288984542,-3.8900821733091977,2932,2946,89643.8151130327,43139.92001706253,89649.23659213084,43134.89525120724
82,3.475712561037708,-3.882079981405911,2929,2937,89644.02580372518,43140.16686911506,89650.4109099647,43136.51070590651
83,3.3604451364029986,-3.790143165941363,2910,2917,89644.25007720456,43140.40686609471,89651.10518152945,43138.37254611873
84,3.3883912828708787,-3.730223553783528,2907,2910,89644.28596268341,43140.745766810345,89651.38954971304,43140.28345900681
85,3.27389599130702,-3.745487227229623,2922,2895,89644.39669675783,43141.18859306366,89651.35034802454,43142.14696398843
86,3.192150810301205,-3.5590738422330586,2876,2886,89644.3698393815,43141.80055843519,89650.81059627049,43143.82433831598
87,3.314630649990176,-3.2913247096146994,2869,2872,89644.0174510983,43142.46818292516,89650.0162476563,43145.23460409139
88,3.3539883155335226,-3.087055251378668,2855,2860,89643.59925393177,43143.265237876665,89649.19162749195,43146.46092249723
89,3.392984970943972,-3.088940345176032,2847,2843,89643.05994900623,43144.14478695397,89648.52745164957,43147.62642028457
90,3.3835567889875535,-3.1503293828413064,2831,2831,89642.43986970586,43145.123039380254,89647.89534914953,43148.71878861318
91,3.3462599485467526,-3.2006666597523257,2819,2817,89641.79128783029,43146.1513189554,89647.26919595315,43149.73667397436
92,3.3018273558227476,-3.260103325282715,2806,2804,89641.13501679712,43147.19233457803,89646.66355168477,43150.727053274015
93,3.286915987698383,-3.302735262463995,2792,2792,89640.50189665244,43148.19138649441,89646.05613873225,43151.737355828394
94,3.2830602980898167,-3.3609407655213226,2781,2777,89639.87184945871,43149.18525660153,89645.46984760935,43152.76368738034
95,3.2779429606077977,-3.3433434310280306,2764,2768,89639.24629377271,43150.17532267422,89644.81707581381,43153.75412427961
96,3.2735198567899837,-3.274981431820558,2753,2754,89638.61063965279,43151.170871847295,89644.12303860259,43154.70588626669
97,3.270760046681048,-3.228500322316279,2740,2741,89637.97801312266,43152.16860310374,89643.45216768561,43155.672032447255
98,3.2543394846875207,-3.206089580094006,2728,2727,89637.35798924799,43153.174225160226,89642.80244113188,43156.65202437598
99,3.228270741064504,-3.2230973354753134,2716,2714,89636.74152997439,43154.1866946876,89642.18540059199,43157.64854719135
100,3.2051300503903155,-3.2377620508264613,2701,2702,89636.12506927506,43155.19831691462,89641.5680021291,43158.6458291444
101,3.1921893402111836,-3.214715428067803,2689,2690,89635.49994719922,43156.20156690603,89640.91590595018,43159.62440483932
102,3.181274488921327,-3.1917768865761307,2677,2676,89634.88060906055,43157.196116089326,89640.25997800622,43160.6134503693
103,3.176676361732606,-3.173090595361575,2664,2663,89634.26986809923,43158.17670234085,89639.60375306304,43161.62187455746
104,3.16280193788984,-3.16423461421569,2650,2651,89633.65085445774,43159.169145214684,89638.95535001629,43162.617872284354
105,3.167518495172765,-3.1462019614251817,2638,2638,89632.99980985606,43160.19431394568,89638.33043369447,43163.57773167002
106,3.1622943393999923,-3.138420078023882,2624,2626,89632.33758575577,43161.23725535989,89637.71633143183,43164.5187332468
107,3.153429997555727,-3.131918365914324,2611,2614,89631.67814671599,43162.276458401386,89637.09732749344,43165.46049416619
108,3.133152650077086,-3.1330214637839418,2598,2600,89631.04319543763,43163.27746333363,89636.45402373851,43166.43782330104
109,3.1573071265616166,-3.0838684756945596,2585,2588,89630.43996059413,43164.22884180142,89635.77448986638,43167.46845139854
110,3.2745455329519486,-2.9492855608258837,2573,2574,89629.84509157456,43165.15550484393,89635.08078825544,43168.520553692004
111,3.436395125169206,-2.7699984936207604,2561,2560,89629.22587193029,43166.09065411704,89634.37720343623,43169.55231635754
112,3.509789061152611,-2.501637346712805,2546,2552,89628.61685086577,43167.013813771315,89633.51699459883,43170.496031290735
113,3.3724211818578165,-2.5696186291560332,2538,2532,89628.06556889974,43167.88024351934,89632.73211792359,43171.558715664636
114,3.1051218526567705,-2.8634455805960384,2525,2516,89627.51781092328,43168.72928884585,89631.98041707337,43172.69273981116
115,2.7797361963680256,-3.410331557872645,2517,2498,89626.97513656125,43169.530946734005,89631.31520503596,43173.944646365475
116,2.402433483643293,-3.994949211614888,2508,2491,89626.50237915573,43170.277047991025,89630.57437204137,43175.21115168764
117,2.066068495594846,-4.158445422396234,2467,2482,89626.01480301416,43171.044116906836,89629.57241208432,43176.151757381565
118,2.010408836165126,-3.896789877746087,2462,2478,89625.31761832867,43171.65766246877,89628.38228866858,43176.707691414565
119,2.0750756591685007,-2.965140507413414,2458,2456,89624.47962333626,43172.191327863926,89626.85666846231,43176.63581157687
120,2.3894115248393843,-2.464904949945404,2437,2449,89623.38381039795,43172.51887152653,89625.57857062464,43176.84870015879
121,2.86986264819872,-2.2174285332120927,2425,2439,89622.09894684784,43172.723779947446,89624.48306395943,43177.21783348102
122,3.2545008908342217,-2.4197376879249948,2420,2421,89620.74544213914,43173.10257791049,89623.74551937185,43177.918854485455
123,3.7660170383302956,-2.5919905273596067,2401,2410,89619.22485182014,43173.56353835508,89623.20891248996,43178.51848747536
124,3.9412093400440775,-2.698673682767247,2399,2408,89617.95500186423,43174.52503507609,89622.83919735835,43179.02311032357
125,4.321070655252298,-2.7463596537729775,2382,2406,89616.66789764928,43175.59522485138,89622.54857691152,43179.51519712011
126,4.382207224632177,-2.9873633276912512,2373,2391,89615.79581332431,43177.08128848613,89622.52514564198,43180.08572798195
127,4.198041520751749,-3.7200614289928042,2361,2348,89615.3734832012,43178.82350535361,89623.06715804175,43180.695328467686
128,4.263434820413398,-3.9589175559854377,2344,2343,89614.99044097593,43180.68373992662,89623.20418137284,43181.05996764191
129,4.080747669319353,-4.192361400529303,2334,2316,89615.19306957327,43182.739465460334,89623.33972943912,43181.29853981628
130,4.009328502076684,-4.354200468933472,2321,2312,89615.74548351887,43184.818763960386,89623.41055725259,43181.47283187715
131,3.563851972881376,-4.442189668454824,2306,2301,89617.05100500834,43186.465183746834,89623.5287255707,43181.76030977628
132,3.284892306941214,-4.485190878542021,2295,2288,89618.47129390395,43187.71193383707,89623.86045643779,43182.11451301197
133,3.31967409221898,-4.419265442867793,2279,2281,89619.80994230558,43188.723554815864,89624.42241453446,43182.50935454024
134,3.5583011920000054,-4.298885687727215,2266,2267,89621.0533118408,43189.65001997289,89625.16830675727,43182.956575231925
135,3.715749636678255,-4.21534944040533,2249,2256,89622.24375992498,43190.473247559756,89626.01215884546,43183.49460140547
136,3.8182502726947347,-4.169372112318123,2232,2247,89623.39637981258,43191.25627964059,89626.88900870194,43184.07271125108
137,3.909462368310227,-3.960019460696365,2224,2239,89624.63515979951,43191.94562510123,89627.68071571775,43184.68936343244
138,3.9980353611005888,-3.713284452495985,2212,2216,89626.03214717029,43192.53916706317,89628.39616998546,43185.199150074295
139,4.04974167345344,-3.644471236600361,2202,2191,89627.6768417297,43192.97065455643,89629.0092122237,43185.39267981565
140,3.8870174472838173,-3.6145724481255503,2191,2184,89629.54250960519,43192.93205325342,89629.42563026198,43185.43137393898
141,3.8798124621358103,-3.623700091661585,2175,2180,89631.4444608761,43192.68448108904,89629.73190759918,43185.37901314245
142,3.811126445999637,-3.5667098140465283,2164,2167,89633.219348619,43191.98252554281,89630.03385775453,43185.32781925083
143,3.7921037080287365,-3.39893785971552,2151,2152,89634.7925460093,43190.997575684705,89630.47041546104,43185.25037929404
144,3.7593860573188893,-3.4163062986628585,2138,2142,89636.08798290722,43189.82208014069,89630.9152112997,43184.84885234739
145,3.6721520882143532,-3.3488161197623625,2127,2119,89637.08764583692,43188.55437823993,89631.4912586485,43184.31475030641
146,3.6038097518278955,-3.5171711396459218,2117,2111,89637.8940073945,43187.34556641589,89631.94497058482,43183.43183036272
147,3.589272538528236,-3.7056012585448093,2102,2094,89638.59415003589,43186.31543723515,89632.46824306219,43182.35457275063
148,3.526384916918672,-3.949923269477384,2092,2085,89639.14071805218,43185.46476860677,89633.0955769683,43181.06573992147
149,3.4210130127067937,-4.154602175139426,2067,2075,89639.5680415321,43184.80668846072,89633.98226104444,43179.68916935299
150,3.3681805943790653,-4.082090620995775,2060,2061,89639.97786681142,43184.36081285851,89635.33176973656,43178.536697204305
151,3.2894230767245793,-3.926388094696846,2032,2044,89640.35075338739,43184.01046279818,89636.94445000876,43177.6492500086
152,3.2485701868490997,-3.747832819959401,2050,2038,89640.77769330128,43183.77662564282,89638.68325536435,43177.10107437256
153,3.2967918116449844,-3.4833766063511042,2018,2022,89641.3355657038,43183.6851665872,89640.42668652874,43176.96619178285
154,3.2992880366044153,-3.358144389648063,2009,2011,89641.97939433258,43183.624318855655,89642.0799616754,43176.96764605915
155,3.337550101038759,-3.2952657668566907,1995,1999,89642.71568543126,43183.70449137914,89643.66060766215,43177.13932814317
156,3.3538174425093072,-3.2938197288502113,1987,1982,89643.49080715695,43183.866432168405,89645.16994168347,43177.43435729292
157,3.3756888488795727,-3.397620671122345,1973,1969,89644.31525328281,43184.14249635998,89646.6234993258,43177.7746299937
158,3.537587474571679,-3.473316010254122,1959,1963,89645.14501934167,43184.651065907325,89647.97757206757,43178.23784419523
159,3.624723044281712,-3.684610128182987,1954,1947,89645.98635499245,43185.151890749374,89649.32964891431,43178.65198789025
160,3.8057316066273086,-3.79990002658999,1928,1933,89646.73605995782,43185.782111687644,89650.60223071187,43179.23242801278
161,3.869599137625782,-3.8539059398547613,1921,1918,89647.5632070498,43186.36791264655,89651.77229732822,43179.89210461125
162,3.8436242642322465,-3.877183063802161,1906,1908,89648.40662406778,43186.93489331321,89652.89907045713,43180.655658388845
163,3.7527762088542196,-3.883844155867113,1898,1890,89649.30914155013,43187.51867799442,89653.9626690682,43181.463708776224
164,3.6519775171313436,-3.8649142768682383,1880,1881,89650.3074199581,43188.15898861649,89654.91913701913,43182.22301961456
165,3.5834712157355217,-3.766649280798333,1866,1871,89651.4075414523,43188.870866323225,89655.72615224347,43182.92327251161
166,3.580610368757927,-3.6503174688477587,1854,1858,89652.62388110442,43189.65430455816,89656.42021773671,43183.50010716394
167,3.698442186975255,-3.440637016435609,1834,1822,89653.94851012283,43190.47826622968,89657.03517205849,43184.04095545827
168,4.06508157573672,-3.4710622925291377,1827,1825,89655.40308672909,43191.42025486269,89657.67039668243,43184.23326870863
169,4.68834143531397,-3.404481673441493,1822,1837,89657.12636127723,43192.42713809225,89658.16875096023,43184.40172784614
170,5.286752035970336,-3.3966553868710063,1807,1834,89659.22092498097,43193.09040812274,89658.6258652,43184.4274139332
171,5.468770537293348,-3.6473704744220563,1789,1794,89661.44559061782,43192.89580224905,89658.99279058943,43184.11583647654
172,4.992647693038772,-3.71687272027155,1776,1755,89663.31731400517,43191.64258393456,89659.30994039183,43183.90975117076
173,4.235481410719551,-3.735932333362659,1765,1752,89664.64175359532,43189.837988717365,89659.53147379085,43183.72010694347
174,3.923400416568663,-3.696727007174564,1756,1750,89665.79600303271,43188.125498026464,89659.66760295935,43183.596805666086
175,4.025124458961862,-3.620144216985553,1737,1726,89666.90902387619,43186.390817678825,89659.8718470628,43183.40279565338
176,4.494659126178126,-3.6692174343488246,1729,1746,89667.97487593991,43184.58375556074,89659.94857361948,43183.09132413637
177,5.287998901433663,-3.650334888093771,1720,1742,89668.9780854631,43182.59922143968,89660.04006885421,43182.67452105674
178,5.684182333038222,-3.5698396722399077,1708,1696,89669.188028009,43180.46147529964,89660.09052338646,43182.15627113314
179,5.467214581654972,-3.3855799397830815,1690,1690,89668.41878340642,43178.49991641758,89660.11769317693,43181.57625707503
180,4.781895303259048,-3.2333640466268623,1665,1654,89666.95069114474,43176.99770997276,89659.99074203783,43180.97307044387
181,4.484948946422931,-3.4690721384860796,1662,1651,89665.67758831827,43175.64568233373,89659.4336591104,43180.57313598303
182,4.103268046775539,-3.527068313330635,1659,1663,89664.25288251696,43174.62422658354,89658.92220506571,43180.08370557692
183,3.7742801743697285,-3.4813989867187938,1642,1664,89662.83756316511,43173.80654759239,89658.39473645332,43179.54293765039
184,3.606087038734604,-3.913632512218002,1629,1621,89661.51893797732,43173.05429652601,89657.52948431346,43179.42849777706
185,3.5711975286577124,-3.998863430893513,1608,1616,89660.26203889497,43172.34452402513,89656.77606456663,43179.064182194525
186,3.611658826879804,-3.910475928963399,1599,1607,89659.0324784346,43171.7003588207,89655.96816741166,43178.57003925284
187,3.6845817820509277,-3.6636162280837175,1583,1592,89657.79430992584,43171.13792371178,89655.10689860044,43177.977063596605
188,3.735586466776831,-3.3555884216312317,1578,1569,89656.52544122351,43170.666146608055,89654.20792964737,43177.367930056695
189,3.5468263549273837,-3.239579883431768,1558,1565,89655.07927516694,43170.44729212767,89653.36474230415,43177.0135457547
190,3.4179553901013024,-3.098450267290991,1545,1549,89653.67613201006,43170.276239265215,89652.45536990708,43176.677276882634
191,3.328250918401375,-3.0265929050526412,1538,1534,89652.30757104643,43170.13723916139,89651.450671575,43176.43404496405
192,3.2741966566542278,-3.0583489805158055,1522,1521,89651.07467539574,43170.00550914343,89650.27962009097,43176.2879466727
193,3.2356641521430904,-3.1623776328354634,1512,1508,89650.03236353134,43169.854677280884,89648.93239291523,43176.1574547104
194,3.328142695645933,-3.433885922925254,1481,1490,89649.23311415363,43169.53837808427,89647.4045605397,43176.04847967482
195,3.4055197002150566,-3.7941993207812,1497,1486,89648.6848416608,43169.21392207757,89645.70303857676,43175.767150621534
196,3.36984838494315,-4.041544531770593,1495,1468,89648.31696084829,43169.011347468964,89643.95076602972,43175.00009423038
197,3.4734907549854546,-4.0264236520001,1475,1458,89648.19736518517,43168.75204364872,89642.47486122308,43173.599895184794
198,3.5177125565732625,-3.974251304331462,1474,1448,89648.12332788191,43168.56687575603,89641.38834910902,43171.84858010313
199,3.682633895483856,-3.9306064690372446,1437,1432,89648.20586803378,43168.32852940676,89640.75809757848,43169.907182026305
200,3.763405423427706,-3.958599094308236,1416,1421,89648.25833249131,43168.102458185596,89640.53905128126,43167.89739387342
201,3.7697596585885753,-3.961213692669698,1413,1406,89648.29344061439,43167.862144743056,89640.81451256215,43165.90419067128
202,3.71208434054572,-4.022433090710405,1410,1395,89648.33848417117,43167.57081673707,89641.47302931358,43164.008754203525
203,3.524886601980646,-4.09631639162418,1383,1383,89648.40106149444,43167.13364933357,89642.46547758246,43162.35331684581
204,3.5372508827253877,-3.971702590920889,1369,1371,89648.81113056172,43166.71754097794,89643.78613822654,43161.13777088404
205,3.5659211138354645,-3.739644405185032,1349,1360,89649.41841500257,43166.2925783909,89645.20152035324,43160.32691941061
206,3.885135041098905,-3.4694724220145905,1336,1350,89650.34500110858,43166.05552179075,89646.57146601322,43159.74278198774
207,4.051460193731014,-3.255866516519776,1326,1337,89651.28985612915,43165.64548824027,89647.85310516185,43159.196785545995
208,4.218896526529521,-3.0746703666358126,1315,1322,89652.33619804675,43165.196905981786,89649.0527662899,43158.68421115374
209,4.380197007453103,-2.9691200516569536,1303,1307,89653.41325954575,43164.764186170076,89650.19958391528,43158.15474215583
210,4.529505813674539,-2.9320084743787564,1293,1291,89654.44582793595,43164.407241376284,89651.36080278875,43157.613360650816
211,4.611922446730916,-2.987852224441838,1277,1282,89655.38499367295,43164.12167292951,89652.59864439747,43157.051111935674
212,4.5124695210544035,-3.077953805975882,1272,1264,89656.17085680265,43163.79339269445,89653.98926309487,43156.52323621899
213,4.302962714435615,-3.2888855157084125,1259,1246,89656.83636199868,43163.47016177092,89655.52765516324,43155.99196372805
214,4.026897289691067,-3.5663251584522055,1255,1236,89657.47186069074,43163.17181432596,89657.21831376411,43155.582826178455
215,3.6605571821734615,-3.813536589209788,1249,1223,89658.10861198028,43162.88458296179,89659.01212459593,43155.46530114637
216,3.4840528494367304,-3.976214727469747,1226,1211,89658.65551687771,43162.888080450764,89660.79120733948,43155.740044456834
217,3.1755027024678113,-4.106996465117907,1213,1199,89659.18069614423,43162.841860431814,89662.48417168316,43156.35172611197
218,3.013151413339021,-4.285787369498173,1202,1190,89659.5087893685,43162.95171894732,89664.030642034,43157.22220275247
219,2.9553202734516075,-4.368537182581034,1182,1176,89659.71568215615,43163.16595402028,89665.30538960727,43158.43371790536
220,2.7813374303311083,-4.414463895340266,1146,1165,89660.13780373421,43163.445761180694,89666.32490103102,43159.77161042735
221,3.0254073224152074,-4.233421130864624,1142,1158,89660.3634327491,43164.1629960917,89666.99052067663,43161.20118986661
222,3.487817464779605,-3.9764318776753287,1138,1152,89660.38332471116,43165.09981489304,89667.4511755899,43162.69971026984
223,5.276251032236209,-3.42004902483241,1112,1133,89659.12190075913,43166.52624150291,89667.49098271888,43164.1631710779
224,6.187565803137809,-2.6764403751536525,1109,1094,89658.67413199521,43167.81476960169,89667.22866177974,43165.4929974995
225,6.532472308450666,-2.3282220177345296,1105,1123,89658.78552837702,43169.1927601127,89667.23490347216,43166.52443396251
226,5.697620912209968,-2.180567323446558,1098,1120,89660.07750643976,43170.43590268065,89667.32743813646,43167.35299167488
227,4.3541668375598155,-3.0270485305507018,1071,1077,89661.96868430359,43171.4662527517,89668.26011437044,43167.606168811624
228,3.7271506893285467,-3.368887600890972,1066,1067,89663.4542473652,43172.62953128921,89668.74773236472,43167.90377463274
229,3.2300656600146525,-3.5175331267283525,1059,1069,89665.12754832322,43173.60261250044,89669.1144354235,43168.158825157385
230,3.2031694643863604,-3.9827731193408002,1039,1018,89666.85397289919,43174.58798464812,89669.57683925777,43167.93788918941
231,3.186615006201608,-4.025805883673914,1027,1015,89668.89175037012,43175.08974172225,89669.79429242689,43167.93401444067
232,3.0656843952896997,-4.018025881624998,1013,1012,89670.95008908726,43174.90586912268,89669.92068100783,43167.897354993904
233,3.1966597590190857,-3.967561601474017,1001,993,89672.8925791976,43174.436983846674,89670.11143583068,43167.834612357976
234,3.4961641888367194,-3.836229826166671,990,983,89674.70803672343,43173.72034203638,89670.51540866097,43167.70487265144
235,3.18916929661035,-3.859464715654389,977,975,89675.91020121607,43172.29436071824,89670.93956411052,43167.29676047375
236,2.9037750204491917,-3.9534962021419897,965,960,89676.80115287457,43170.901298775396,89671.36982765848,43166.7152654481
237,2.8220152720870675,-4.123718555052038,950,954,89677.65019222422,43169.62604652563,89671.76458580427,43165.93784161445
238,2.745896918281969,-4.488403184614498,945,936,89678.34696634056,43168.452143923576,89672.0286640702,43164.92877133484
239,2.808096286457519,-4.5183833592291665,918,926,89679.05745953337,43167.458685827216,89672.63205516418,43163.93853203923
