left_x,left_y,right_x,right_y,center_x,center_y,width,w_tr_left_m,w_tr_right_m
89644.62902883701,43192.11105715971,89643.97079170823,43200.01819458566,89644.28540662366,43196.23902522171,7.934487909840529,4.142245350819963,3.792242559020566
89644.89287658161,43192.16756039042,89644.07679781174,43200.03133569473,89644.46880120957,43196.25427339496,7.906006994631554,4.108657092362584,3.797349902268969
89645.22844204013,43192.23676251625,89644.1139814736,43200.03870257553,89644.65166086258,43196.27486772157,7.88113513706414,4.079089380732003,3.802045756332137
89645.63637030536,43192.33364989802,89644.07793015573,43200.03732612753,89644.83330423165,43196.30419440402,7.859730482515589,4.050942951079001,3.8087875314365873
89646.07950588268,43192.582133167394,89643.9704734957,43200.01862491312,89645.01251298827,43196.34575717093,7.729775395500614,3.9119482967841734,3.8178270987164398
89646.5300407158,43192.86464860069,89643.83166102908,43199.97438184851,89645.18733012078,43196.40292064538,7.604574932464784,3.784473649558826,3.820101282905958
89646.90579123776,43193.06245750019,89643.78581075807,43199.93523954201,89645.35528743586,43196.47785754492,7.547808370247132,3.7508691666417517,3.79693920360538
89647.07066922789,43193.148010118,89643.96809645729,43199.97358778162,89645.51852971759,43196.56281592171,7.497630842635956,3.7510046302932194,3.7466262123427363
89647.04244507117,43193.14854952624,89644.33904722935,43200.10453201146,89645.68591402542,43196.638929649445,7.462844781104074,3.744720267597692,3.7181245135063823
89647.07539575855,43193.18616552333,89644.64479641864,43200.2091464043,89645.861551756,43196.693472963314,7.431693858459541,3.711417888235988,3.7202759702235535
89647.38637104296,43193.35035008425,89644.66030415242,43200.21382080225,89646.03783168306,43196.74600342601,7.385030201712011,3.6536310736836595,3.731399128028352
89647.86233545373,43193.60469909466,89644.49751702187,43200.13704712818,89646.20511214552,43196.82201436986,7.348031975395671,3.6190477578109372,3.728984217584733
89648.24589808196,43193.83399383669,89644.42812688109,43200.084113998826,89646.36201760308,43196.91803430286,7.323890973446167,3.613905263791327,3.70998570965484
89648.45522430481,43193.96250558461,89644.54525791369,43200.1245572681,89646.51465878276,43197.020833739145,7.297857091663068,3.6220388797152068,3.675818211947861
89648.56036612322,43194.022182689325,89644.77598904709,43200.2225965344,89646.67010686873,43197.11927750939,7.264065095182783,3.628371035829892,3.6356940593528915
89648.67310381522,43194.08706930152,89644.98585372286,43200.33551976436,89646.82948326833,43197.21128522818,7.255270252048657,3.6276248258775845,3.6276454261710724
89648.83324876749,43194.18117863448,89645.1424261383,43200.42889270461,89646.9884871437,43197.30393651736,7.25645249293419,3.6269494404731497,3.62950305246104
89649.0099040141,43194.29236993102,89645.27871191541,43200.51147989548,89647.14636150734,43197.39850638783,7.252525300023356,3.6222747497705705,3.6302505502527853
89649.23260257403,43194.4316308379,89645.36702138245,43200.56845795669,89647.30452349663,43197.4925930182,7.252817730753658,3.6175929010832806,3.6352248296703773
89649.57816141639,43194.6510164402,89645.3308813973,43200.54575204599,89647.46108319123,43197.58923378794,7.265486592465897,3.621483314059395,3.644003278406502
89650.00113430123,43194.94501932056,89645.21971614241,43200.44993203923,89647.60543261423,43197.702953042375,7.291503533266214,3.653160958264753,3.638342575001461
89650.32268207622,43195.18145197905,89645.21671373797,43200.414724279886,89647.73507105274,43197.83347546464,7.311501327807884,3.705261040329098,3.606240287478786
89650.44566543236,43195.25217500464,89645.41177963672,43200.54053892342,89647.86133923793,43197.96734213934,7.301150540404497,3.748449605972485,3.552700934432012
89650.4055715771,43195.19593232088,89645.73317447156,43200.81316047141,89647.99640135256,43198.09216627545,7.306472940201515,3.7672632361414755,3.5392097040600397
89650.31524731031,43195.12377710693,89646.07583111248,43201.13434956256,89648.14326474273,43198.20291243272,7.355245137727048,3.7681006659058776,3.5871444718211705
89650.26970538328,43195.09705468806,89646.38236778892,43201.41722537693,89648.29826197332,43198.30204053176,7.419969756082178,3.762781335256455,3.657188420825723
89650.30071221413,43195.12221963211,89646.62134038069,43201.65420240956,89648.45814056775,43198.393146967,7.496971130218672,3.754202432231399,3.7427686979872727
89650.41061217056,43195.19483298298,89646.78695073127,43201.84448260794,89648.62035400722,43198.48005946342,7.5728965634954974,3.7413550111125895,3.8315415523829084
89650.59771971077,43195.31286767792,89646.8868947843,43201.96523282261,89648.782748968,43198.56663466608,7.617360675445384,3.7257372975444003,3.8916233779009834
89650.86235555711,43195.47687661726,89646.91765361528,43202.01276625956,89648.94320102916,43198.65673436582,7.634037387206659,3.7141148882631527,3.9199224989435058
89651.20537972209,43195.68972318626,89646.87781593417,43201.986671764455,89649.09924656249,43198.75421528409,7.640639354621007,3.718455150143334,3.9221842044776736
89651.61745003004,43195.95193817121,89646.77941861418,43201.895377475936,89649.24774991476,43198.862766398684,7.663616567987685,3.7534516922703705,3.9101648757173146
89652.06465557854,43196.24742232001,89646.66068120422,43201.76948383847,89649.38504854136,43198.98512687286,7.7263253141879,3.830838040479143,3.895487273708757
89652.49280672066,43196.553657788536,89646.56478947283,43201.65503746849,89649.5098797604,43199.12022639661,7.820835217550247,3.9351146959427687,3.8857205216074777
89652.88828944262,43196.83962467523,89646.5075630365,43201.58034203668,89649.6235635788,43199.26487191065,7.949092458069968,4.06697173813508,3.8821207199348886
89653.25648537149,43197.0993796627,89646.48369592991,43201.54732462999,89649.72788800288,43199.41643419192,8.10277060745763,4.221343516125088,3.8814270913325433
89653.56642251597,43197.364018571,89646.48350036157,43201.54558045411,89649.8244853728,43199.573048045306,8.225159333508403,4.345331379977031,3.879827953531372
89653.80702677603,43197.64454206903,89646.50084051774,43201.56576602939,89649.91423834609,43199.73368855575,8.291945189508088,4.417955953077028,3.873989236431059
89654.03381723593,43197.90941324231,89646.53373682368,43201.604305071945,89649.99788958312,43199.8975947331,8.360827223387808,4.499064087016716,3.861763136371091
89654.2467595174,43198.15854287511,89646.58190822101,43201.66088347678,89650.07626191092,43200.06409421814,8.427119028264622,4.585212776586002,3.8419062516786195
89654.41088587356,43198.40558541178,89646.64523776801,43201.735641685074,89650.15022782622,43200.23260119484,8.449530477284165,4.635859539273043,3.813670938011122
89654.52895115722,43198.64614101245,89646.7234963461,43201.82845827433,89650.22068681369,43200.402607272605,8.429250735814632,4.652560088471418,3.776690647343214
89654.63613898658,43198.86421739488,89646.81634191064,43201.93896497988,89650.28855121408,43200.57366768199,8.402576927475822,4.671588565324202,3.7309883621516198
89654.73244039086,43199.05980183389,89646.92333198502,43202.06662799936,89650.35473913244,43200.7453850177,8.367985282247435,4.690997652682748,3.676987629564687
89654.81775416131,43199.23268876416,89647.04394586495,43202.21080945536,89650.4201725442,43200.91739183329,8.324740132881388,4.7092407573108,3.615499375570588
89654.88639959507,43199.38463803433,89647.17761240261,43202.37081247882,89650.48577871654,43201.08933267676,8.266960613926345,4.719263495554522,3.547697118371824
89654.92058025418,43199.52224872106,89647.32138792158,43202.54685742359,89650.55249310347,43201.26084569965,8.178996387902634,4.70137265170032,3.4776237362023146
89654.94863275325,43199.63427642982,89647.47102014662,43202.73985668647,89650.62126186647,43201.43154377055,8.096870940674329,4.685755935364948,3.411115005309381
89654.97047832784,43199.720080413616,89647.63156279351,43202.94713250508,89650.69304205936,43201.600995082095,8.017078422318042,4.6727188039800405,3.3443596183380015
89654.98580187681,43199.77890732865,89647.78272784872,43203.17766941102,89650.76879730477,43201.76870358386,7.9646631533874235,4.662876440339995,3.3017867130474285
89654.99380121965,43199.81014331288,89647.91873717705,43203.43608784588,89650.84948657217,43201.93409024664,7.950094651213332,4.656876042447835,3.2932186087654975
89654.9921713486,43199.81425243969,89648.0644580892,43203.71223362968,89650.93604363709,43202.09647720243,7.94905455779443,4.654108064893345,3.294946492901085
89654.97585549216,43199.79646599338,89648.21987831754,43204.00543932856,89651.02934528064,43202.25507814619,7.959816840364603,4.64970069656028,3.310116143804323
89654.94242521086,43199.78065290686,89648.34388734549,43204.33036548173,89651.13016768743,43202.4089997666,8.015022557988416,4.630498314442174,3.384524243546242
89654.91343486079,43199.83177803808,89648.45275069847,43204.62434796568,89651.23897162909,43202.55738510678,8.04420079312358,4.5749987906066005,3.4692020025169787
89654.93721615341,43200.03545576683,89648.52292663518,43204.80698272175,89651.35265681123,43202.70210147394,7.994409268196856,4.467668855774021,3.5267404124228343
89655.01262832501,43200.4508561466,89648.52576787875,43204.83258394157,89651.46365163152,43202.84886387599,7.8280839606210755,4.283185338174854,3.544898622446221
89655.04647451246,43201.114872720005,89648.4569174757,43204.685107515645,89651.56405670966,43203.00296154547,7.494587630099618,3.961327197562417,3.5332604325372006
89655.09683062202,43201.93323342523,89648.33192383319,43204.3505291069,89651.64394313948,43203.1684135807,7.183821328389517,3.6671653880758592,3.516655940313658
89655.11963066965,43202.80336949168,89648.20210275376,43203.89572531139,89651.68952156209,43203.34610097041,7.003244836770486,3.4727807226745084,3.5304641140959774
89655.09175807438,43203.52560656679,89648.10699967905,43203.53327650569,89651.69731961754,43203.5296301135,6.984762631631979,3.3944408414703515,3.5903217901616267
89655.05657261744,43203.99020591663,89648.10178934476,43203.41892965698,89651.68184098603,43203.71292597198,6.978206571667311,3.3861036238942823,3.592102947773029
89655.0453498643,43204.2043510806,89648.17221017618,43203.577218933104,89651.6580945267,43203.89541691089,6.901691384887654,3.401314311160636,3.5003770737270177
89655.05531428002,43204.18419858997,89648.27678249624,43203.97367141119,89651.63933293101,43204.07844065748,6.781800298320437,3.4176180765376944,3.3641822217827433
89655.05540643937,43203.97742131443,89648.37376558394,43204.5339289454,89651.63944185823,43204.26223189513,6.704776328663783,3.4278172481070928,3.27695908055669
89655.02250560156,43203.763865615634,89648.50173146052,43205.08554932042,89651.66962151986,43204.44346282491,6.653370815923283,3.4210647512404835,3.2323060646827995
89654.99542998683,43203.75822762324,89648.59535004492,43205.44297360865,89651.72041003974,43204.6202955831,6.618110931744987,3.386578925886275,3.2315320058587114
89655.00544890999,43204.01402410601,89648.59567203128,43205.56545234502,89651.77379747003,43204.796395737896,6.594859311440591,3.325007729278546,3.2698515821620453
89655.02547340967,43204.4414867711,89648.5684806222,43205.515523280286,89651.81347779439,43204.975959582334,6.545709314888076,3.256159857637531,3.289549457250545
89655.01560697031,43204.89466738689,89648.55490350652,43205.43063984152,89651.8344144703,43205.158698965,6.482897174857607,3.1921306985057716,3.2907664763518354
89654.98894176041,43205.27974806015,89648.55636466449,43205.40802567405,89651.84106252565,43205.34256421236,6.433856017052622,3.1485059227556813,3.2853500942969407
89654.9622671928,43205.58050622275,89648.5619843558,43205.46996865457,89651.83855518661,43205.526564111744,6.4012372981906225,3.1241777236458326,3.27705957454479
89654.94071588614,43205.814469624085,89648.5667979652,43205.60125094692,89651.83185069839,43205.71047292237,6.377483192226593,3.110604132572307,3.266879059654286
89654.92282481633,43206.0184964372,89648.57061619345,43205.763985605976,89651.82498042344,43205.89437676393,6.35730525865808,3.1003299140346066,3.2569753446234735
89654.90568335251,43206.23324776308,89648.57410455997,43205.91547003335,89651.81779429747,43206.07826794459,6.339548303438814,3.0917757939990542,3.2477725094397596
89654.88205636069,43206.48094946334,89648.5774850457,43206.03195078368,89651.80799324896,43206.2620340498,6.320539477040219,3.081848142452004,3.2386913345882156
89654.83045639683,43206.764176574696,89648.581982534,43206.10844278105,89651.79318039572,43206.44545594579,6.282786994972037,3.053952905039972,3.228834089932065
89654.77101256387,43207.07463802375,89648.59066238065,43206.15477155342,89651.77095042735,43206.628115072286,6.24843041974985,3.033109884120575,3.2153205356292753
89654.70976392592,43207.3818682835,89648.60482113023,43206.20533280813,89651.73919281043,43206.80935101891,6.217279330036412,3.0252386303216654,3.1920406997147466
89654.65630217445,43207.64126274835,89648.6196145441,43206.30971607504,89651.69931857739,43206.98899957393,6.1817969953599725,3.0280685662644453,3.1537284290955276
89654.61984922977,43207.82285439696,89648.62889399064,43206.49885019549,89651.6565422015,43207.16799104056,6.135513980590732,3.0348038749426656,3.1007101056480666
89654.60223891879,43207.91817830054,89648.6306350087,43206.77682027729,89651.6163141028,43207.34756231434,6.079699945318574,3.039958817231828,3.0397411280867463
89654.5949520616,43207.941974751375,89648.61349627035,43207.1209138102,89651.5841838498,43207.528725601376,6.0375453998987805,3.038996558921305,2.998548840977475
89654.5806773978,43207.96220564254,89648.59013303764,43207.46460274704,89651.56557947131,43207.711733142896,6.011175457012975,3.0254837595642323,2.985691697448743
89654.54978076041,43208.08973162832,89648.57668631873,43207.70209682465,89651.55846758901,43207.89561429959,5.985659358049279,2.9976050484839045,2.988054309565374
89654.49933777007,43208.377656580014,89648.57327073903,43207.77832157265,89651.54984421252,43208.07941724864,5.956296913452343,2.9645335121740493,2.9917634012782943
89654.4285967246,43208.75088551937,89648.58458882675,43207.766120668384,89651.52597554294,43208.26175341537,5.9263977357908875,2.943545470914255,2.982852264876633
89654.36246951835,43209.057228872734,89648.59466361866,43207.82231886059,89651.4855405759,43208.441242662186,5.898524191434868,2.9421351348141553,2.9563890566207127
89654.33002066158,43209.206230063726,89648.57927164051,43208.03881764032,89651.44109184868,43208.61982210938,5.868046189251463,2.9478439536245493,2.9202022356269137
89654.32354564531,43209.22246199614,89648.5465784112,43208.38665614816,89651.40605266865,43208.80039938695,5.8371158841465505,2.9478639919331004,2.88925189221345
89654.31358298141,43209.214124525664,89648.52038867961,43208.75740847299,89651.3877222099,43208.98343539815,5.811169398110101,2.9349410092627743,2.876228388847327
89654.28810445008,43209.28074134129,89648.505265049,43209.05518159629,89651.38090860231,43209.16731993169,5.787236710215289,2.909407519317619,2.8778291908976703
89654.25001897143,43209.45645060489,89648.49480314658,43209.24574739164,89651.3781689113,43209.35133118137,5.759071542931253,2.87377327935262,2.8852982635786333
89654.20077387437,43209.73507723848,89648.4882087724,43209.33139059087,89651.37216823964,43209.53524958024,5.726810889841115,2.8356552910766735,2.891155598764442
89654.13859402669,43210.07796544787,89648.48962644613,43209.34819264728,89651.35555772243,43209.71846389643,5.69591108343281,2.806159731075786,2.889751352357023
89654.07100507311,43210.413368129295,89648.49671005023,43209.37106009038,89651.32475441114,43209.89984295103,5.670905664131291,2.7938505341415443,2.8770551299897464
89654.01360528958,43210.68094200988,89648.49815263636,43209.46528616508,89651.28459122671,43210.07942471391,5.647834727061149,2.7945197821308057,2.8533149449303434
89653.97614673841,43210.85984028659,89648.48682571734,43209.65239584856,89651.24146414828,43210.2583319213,5.620548669364579,2.8000537820353184,2.8204948873292612
