idx,ub,lb,left_boundary_idx,right_boundary_idx,left_x,left_y,right_x,right_y
51,5.844727173690016,-3.3943181407118006,3405,3356,89623.67295988364,43169.0100982469,89620.53883776869,43160.3188821703
52,5.080652153162074,-3.8360927927790565,3397,3349,89624.82386802569,43167.69291449083,89620.9263065631,43159.673104326226
53,4.436112174454088,-4.241039484092902,3381,3340,89625.67866485594,43166.507453398655,89621.33150976132,43158.997779405145
54,3.82699843376998,-4.606969762802605,3371,3331,89626.47707377672,43165.29062877576,89621.77201360182,43158.291041052806
55,3.3263862688057624,-4.900052842922836,3352,3321,89627.24827710944,43164.115496558705,89622.19865898933,43157.62121774577
56,2.9449511171466103,-5.12170699641843,3338,3312,89627.95436478086,43163.0317742132,89622.59101011384,43157.006377974205
57,2.6180874512787184,-5.277594716394546,3325,3306,89628.59477123189,43161.97134435211,89622.96005136291,43156.440365334696
58,2.3657875397693258,-5.364900932386457,3314,3301,89629.18380324254,43160.95300788794,89623.28572401407,43155.95538788756
59,2.1993574692519386,-5.39868336720592,3297,3296,89629.80565381744,43159.87503012716,89623.5755864772,43155.52572150525
60,2.182119897309395,-5.383430541650695,3285,3291,89630.4391178203,43158.83035506269,89623.83009330064,43155.14818880584
61,2.3039141651067676,-5.33183566240396,3273,3285,89631.07142639573,43157.82789802497,89624.07640702427,43154.76613718826
62,2.532106198021543,-5.221923895123781,3258,3279,89631.70769629396,43156.818189076774,89624.37337438115,43154.30170248539
63,2.767312768552294,-5.031937609143032,3249,3271,89632.27066651947,43155.78927777422,89624.75532143748,43153.70411716829
64,3.0168868230113173,-4.757873769203674,3234,3262,89632.78887170131,43154.770869968954,89625.22602244352,43152.96803515397
65,3.2730191283408616,-4.422038990794277,3226,3247,89633.27248295098,43153.80346310249,89625.75753675317,43152.14831866746
66,3.5308726708537437,-4.080733425540717,3215,3238,89633.74064627355,43152.85470583388,89626.29466378485,43151.27549965842
67,3.7847965857375905,-3.7308838381436673,3200,3224,89634.19612115371,43151.92908509583,89626.84489629346,43150.365453013794
68,4.061430256626508,-3.3712630415397866,3192,3212,89634.67251985574,43151.03757579809,89627.41804260122,43149.41971009655
69,4.301751408739694,-3.0134435518245137,3178,3204,89635.113970059,43150.202527257046,89628.01018684143,43148.45657728385
70,4.493451966111526,-2.6888163550830164,3170,3189,89635.51141531847,43149.44348316111,89628.5993923381,43147.4918385837
71,4.633808457042427,-2.414297158144833,3164,3179,89635.86935349143,43148.75653201831,89629.19067888802,43146.50462209461
72,4.717121303386304,-2.1639500188478227,3156,3162,89636.18236737627,43148.156072938174,89629.82702443146,43145.51812703358
73,4.740168506829545,-1.9938575010454693,3145,3152,89636.45861459599,43147.613865198524,89630.47365474323,43144.52722271266
74,4.73833033460874,-1.9153914397421015,3140,3142,89636.73613216338,43147.123907328845,89631.10111653281,43143.58574222618
75,4.692822511997677,-2.010407078005754,3135,3125,89637.03358523922,43146.61151018911,89631.67193798421,43142.58832418183
76,4.586944577509067,-2.222348521583491,3129,3115,89637.36192648184,43146.04271205118,89632.26650817764,43141.52572358379
77,4.419815373010078,-2.428578828686353,3122,3103,89637.71051112375,43145.436447333544,89632.93177810639,43140.53091842316
78,4.242060728582114,-2.7190547495314155,3109,3090,89638.11806551543,43144.82503891211,89633.60391893113,43139.526019256075
79,4.015710398279652,-3.1134245346039258,3102,3073,89638.54646858935,43144.195103753824,89634.30290148417,43138.46651726891
80,3.7358717543841404,-3.652402047771908,3093,3061,89638.9777567128,43143.56043074447,89635.04227080326,43137.30754817469
81,3.306665480468774,-4.311786739887888,3085,3044,89639.4338192772,43142.80470190135,89635.91605289669,43136.04702967446
82,2.776688392219533,-5.00318812940377,3077,3038,89639.89971238648,43141.998211683655,89636.84081957064,43134.8449150008
83,2.1740810467214495,-5.710457501077636,3064,3023,89640.378077168,43141.168670811756,89637.82545444358,43133.70877367182
84,1.4277722040547276,-6.2789724573165175,3051,3013,89641.05072396909,43140.20233823152,89639.39416226014,43132.67573763231
85,1.1136561715735986,-6.514287929587936,3031,3002,89641.72976669746,43139.78168678229,89641.19193199745,43132.17272725776
86,0.6775195578955318,-6.6514367833579815,3027,2985,89642.54658961076,43139.391184821565,89643.82416549066,43132.174440339244
87,0.7731991636047902,-6.662617252838802,2960,2974,89643.37091018037,43139.678716196446,89645.32616771979,43132.50457278182
88,0.8094343344623515,-6.573918922377175,2931,2948,89643.87987452166,43139.97246474648,89648.88584731637,43134.54529774206
89,0.8991582274480864,-6.481049065857237,2908,2935,89644.27478879085,43140.62428521823,89650.50890697275,43136.674192790684
90,1.224901444517556,-6.189439230579822,2879,2917,89644.40562218422,43141.525038601714,89651.0727894229,43138.281378838765
91,1.9614878606251023,-5.77878551010219,2868,2911,89644.00223092696,43142.49652944724,89651.38138669163,43140.15988825651
92,2.620641883097711,-5.367798553562373,2855,2896,89643.54040788747,43143.372908955374,89651.38945805636,43141.88711218049
93,3.2306070118835306,-4.770349313835954,2847,2889,89643.04156062483,43144.17361088082,89650.99652074791,43143.31692449349
94,3.8017615792636166,-3.9682508273046952,2833,2879,89642.52526146962,43144.98750719521,89650.29167424864,43144.751021795855
95,4.2649492906939015,-3.1425630255736383,2823,2864,89642.05617363777,43145.73150183503,89649.45543976036,43146.08092931349
96,4.633284655644512,-2.5330821932059555,2816,2847,89641.63173532653,43146.40445203389,89648.75113916711,43147.22353857817
97,4.943647609668353,-2.0963771559329194,2808,2836,89641.2223509756,43147.05387833723,89648.1509303782,43148.301570672
98,5.189126975163311,-1.7024190149873641,2799,2823,89640.84434191702,43147.65145532319,89647.53456978808,43149.30501426306
99,5.381248583721487,-1.385305970309835,2791,2809,89640.4816105153,43148.2233403473,89646.9183543442,43150.31010564645
100,5.521321027421226,-1.1632504422775172,2785,2798,89640.13439681291,43148.76996177493,89646.33834389111,43151.2588443323
101,5.617819575973538,-1.0441275024338434,2779,2786,89639.7907159031,43149.31434855408,89645.812112469,43152.16466823295
102,5.685653194069942,-0.9925357138248315,2770,2774,89639.41746539497,43149.900002566705,89645.29466863131,43153.07123091048
103,5.7196647031229055,-0.8909899641701602,2759,2766,89639.01424076056,43150.53956395783,89644.69163810535,43153.925994899044
104,5.73096169283724,-0.8135327287999912,2753,2753,89638.57631857782,43151.225024266714,89644.08964550456,43154.75116003179
105,5.718055146372288,-0.7854340913013985,2743,2742,89638.10621933348,43151.96624982894,89643.51167110742,43155.58238912163
106,5.681924246765473,-0.7976494476417701,2733,2731,89637.63054830019,43152.72755207315,89642.95061721759,43156.42643595554
107,5.620045317933076,-0.852335771979032,2724,2718,89637.1591540691,43153.50085100317,89642.41262070512,43157.2814336669
108,5.542863620510802,-0.9303243274868287,2715,2708,89636.68238834922,43154.283779217614,89641.87963696974,43158.14263513441
109,5.451863150646343,-1.0125377899773713,2703,2698,89636.20416072197,43155.06899330635,89641.33564168395,43159.00045393288
110,5.354831182328139,-1.0826702116879483,2693,2686,89635.71961852409,43155.8494575773,89640.76891702866,43159.84270297543
111,5.245084483942263,-1.1782134887487723,2684,2675,89635.2330811827,43156.63010026989,89640.20827887232,43160.69287823517
112,5.120239777411286,-1.296567100376254,2674,2664,89634.74550290681,43157.413025700465,89639.65004239023,43161.55076698797
113,4.9800329630723885,-1.4319678308425567,2663,2653,89634.25577877564,43158.19933343887,89639.08825486655,43162.41370516095
114,4.824659929629652,-1.5845295262768921,2653,2642,89633.76600580763,43158.98578292447,89638.52543552946,43163.27828082251
115,4.66045211106575,-1.75527144303844,2643,2630,89633.26904409305,43159.770338316834,89637.95911534014,43164.14809349727
116,4.479671576127281,-1.9420176905959692,2633,2620,89632.76624838721,43160.56214088668,89637.38321425157,43165.02551620651
117,4.282173547714767,-2.14676354143708,2622,2607,89632.26228916751,43161.35592058832,89636.8048635208,43165.905233760786
118,4.06675432208682,-2.3704366999188453,2612,2596,89631.755186456,43162.15503241497,89636.22115192466,43166.79104154853
119,3.8318632666087016,-2.615779654481339,2602,2585,89631.24264629398,43162.96307392216,89635.62942859552,43167.68835066292
120,3.5808981991129327,-2.880437378076837,2591,2573,89630.73238547482,43163.767456138776,89635.03834538722,43168.58487937884
121,3.3104465076800125,-3.160283550258293,2580,2561,89630.21911053327,43164.57699906602,89634.43690563066,43169.48419296877
122,3.025364828119919,-3.3058555683778015,2571,2554,89629.68194094159,43165.40237086128,89633.7142246864,43170.28346085332
123,2.709397524807433,-3.542634637340641,2554,2537,89629.12568487559,43166.259579746,89633.0146423996,43171.154874990716
124,2.387798182907111,-3.880396127305609,2545,2526,89628.55084038473,43167.11451626732,89632.34883748592,43172.10104591528
125,2.0263858712594027,-4.3236070826757995,2537,2510,89628.01134350579,43167.965741783424,89631.73173014827,43173.111724075025
126,1.6491443596654527,-4.945442422963662,2524,2496,89627.46532315516,43168.80654832245,89631.147041963,43174.27770189858
127,1.2274328029834576,-5.379489131169598,2515,2492,89626.83386608475,43169.74091843072,89630.61418245628,43175.15946303007
128,0.7330957524694968,-5.435575623417713,2469,2489,89626.30647198482,43170.77301852997,89630.38909767356,43175.39737513704
129,0.7889454498553511,-5.433015805643625,2464,2487,89625.57412280746,43171.44199418667,89630.28587292571,43175.50551638891
130,1.0989727140016037,-5.33862932758814,2459,2483,89624.68458385323,43172.05938240496,89629.81464618852,43175.94849290505
131,1.8330637110897663,-4.951004766879496,2439,2479,89623.43513232154,43172.502658749545,89628.86059255106,43176.575491475254
132,2.7931541055331506,-4.034248430734465,2425,2474,89622.06739880226,43172.72997978663,89627.56488128444,43176.778573585754
133,3.6913036997371282,-2.6974684897326995,2419,2451,89620.67640950077,43173.1321907187,89625.94095466031,43176.75171753198
134,4.744536250200799,-1.958147299241125,2401,2442,89619.10026169266,43173.630223183194,89624.84453077543,43177.08411077092
135,5.442693860324898,-1.4254403881617528,2398,2435,89617.684749343,43174.82094926835,89623.94152355,43177.65362372507
136,6.328642993050212,-1.1168417553626053,2377,2410,89616.20025052971,43176.260342630834,89623.3349793751,43178.388930764246
137,6.589860763530881,-0.7967329100503209,2366,2408,89615.55416024773,43178.00111251699,89622.87677949975,43178.971170962905
138,7.241146687819673,-0.8170223365586128,2342,2405,89614.98459660029,43180.95530171616,89622.75601629399,43179.81345813594
139,7.118020215259711,-0.9516333308908936,2344,2348,89615.00524754144,43180.61140409848,89623.07423248423,43180.71528069823
140,7.182450857876761,-1.1614368059169091,2330,2313,89615.34454714555,43183.63985868348,89623.38488772954,43181.40975002257
141,7.005160201350143,-1.3390932295590718,2314,2288,89616.24104033505,43185.567838873576,89623.82504229587,43182.08797112069
142,6.378557905815998,-1.7544574195933416,2300,2278,89617.86687584038,43187.18248728812,89624.59179376841,43182.60849372182
143,5.943277137089007,-2.00833133550939,2284,2266,89619.43600899307,43188.44369884339,89625.22602442565,43182.99357970781
144,5.754716401279676,-2.122954355241132,2268,2259,89620.98696829133,43189.59706564727,89625.80186122391,43183.3621235789
145,5.820400715553627,-2.130735561878394,2241,2252,89622.62507001746,43190.7325422849,89626.35683652436,43183.71153902039
146,6.107829771781232,-1.9912487540829658,2226,2246,89624.34146866134,43191.785574978494,89626.94666760668,43184.116936805825
147,6.430700203864067,-1.696158632816128,2211,2240,89626.13981717809,43192.57869471563,89627.5342455826,43184.572359475584
148,6.717024190572406,-1.1528518198592042,2197,2218,89628.4841789163,43193.037378089924,89628.29954081235,43185.16966830943
149,6.687035607516673,-0.8246595629983331,2186,2189,89630.07220657812,43192.87946299999,89629.13117436857,43185.42694512243
150,6.687799043721791,-0.8172231442200408,2178,2174,89630.96878676278,43192.771408972454,89630.00728646929,43185.328232551925
151,6.540740128081031,-1.111451420672986,2171,2143,89632.08306301651,43192.4608271024,89630.84939612393,43184.908734578006
152,6.253950611969588,-1.7600392553050939,2163,2116,89633.32190379937,43191.9325528108,89631.59800613123,43184.10617367211
153,5.731986609152075,-2.8357906500389114,2152,2105,89634.7714532652,43191.01407403297,89632.26477382513,43182.82118898875
154,5.19467665691969,-3.6837751005699535,2140,2090,89635.88792049054,43190.06232867197,89632.75109558435,43181.7564732002
155,4.551464036909581,-4.452712551852484,2131,2083,89636.75262090254,43189.023962937354,89633.27692370329,43180.71765659694
156,3.88377010778002,-5.05502577542546,2123,2076,89637.47246401318,43187.989096639234,89633.90714010372,43179.79211321469
157,3.2487893448127427,-5.4454967793805285,2107,2068,89638.13032079076,43187.01253059616,89634.72355526473,43179.01349566312
158,2.586608468020275,-5.776812135744342,2100,2055,89638.77138067852,43186.033361037764,89635.7275964377,43178.24348416513
159,1.9522158759288366,-5.921297432479549,2075,2045,89639.34754772206,43185.14941375713,89636.88116161627,43177.672171525206
160,1.3616274000062107,-5.981890634270166,2059,2040,89639.9896490561,43184.35221776612,89638.29113034031,43177.20782896848
161,0.9235886402900998,-5.899351022304299,2049,2026,89640.81823033269,43183.75493428175,89639.95081738937,43176.98735713589
162,0.8597496713861932,-5.82538989403888,2013,2016,89641.62020412789,43183.63400047801,89641.5826116015,43176.94896661039
163,0.8369102131090084,-5.809572546837921,1998,2000,89642.51729622192,43183.678679498145,89643.43722268159,43177.09616718239
164,0.8798812869344058,-5.769281914797157,1988,1993,89643.44900398707,43183.857962503345,89644.29081330354,43177.26230269117
165,1.0623502712605866,-5.702216869221409,1973,1982,89644.34402761192,43184.15379684915,89645.26292976938,43177.4519323755
166,1.4569827156010073,-5.608511889825382,1959,1968,89645.24598718395,43184.70660733443,89646.6668314383,43177.78545023289
167,1.743155535843893,-5.496249547043085,1954,1964,89646.01836149096,43185.177344460164,89647.76826240127,43178.152614375795
168,2.1909879979971123,-5.482233968689908,1927,1949,89646.8447401789,43185.85920545501,89648.897351681,43178.4656189524
169,2.545501313727062,-5.308074850074564,1919,1944,89647.7299338013,43186.48253983128,89649.95679681456,43178.95128896036
170,2.8419981686579416,-5.161733504812072,1905,1931,89648.57236829787,43187.043774098296,89650.87034675683,43179.377026697795
171,3.142104694261354,-4.937067532969834,1896,1918,89649.47155877287,43187.62308749816,89651.72600604578,43179.8648343848
172,3.472508380677799,-4.655615051591495,1877,1912,89650.4248826017,43188.23383912339,89652.53588610035,43180.384631853936
173,3.8588210680485373,-4.285702651615512,1865,1898,89651.43343018506,43188.887648860305,89653.30533180642,43180.96115840487
174,4.302224723549868,-3.8843731679257045,1855,1889,89652.49398786019,43189.57011399975,89654.0537085481,43181.53346940064
175,4.816574942825213,-3.4487510190608908,1846,1882,89653.61928247764,43190.28072139284,89654.76727578611,43182.09550761311
176,5.523207741496104,-2.909774871757434,1828,1874,89654.93688551744,43191.12786929695,89655.49194069083,43182.71317325313
177,6.442373672275526,-2.207287289108726,1824,1860,89656.53951292175,43192.08134500938,89656.3356460864,43183.434086885536
178,7.455529021630344,-1.5188585653678,1817,1823,89658.24429693057,43192.97320474575,89657.1351816206,43184.06761684877
179,8.0,-1.0331279966954314,1794,1838,89660.82501292613,43193.00633041397,89657.98158231661,43184.38235649519
180,8.0,-0.8178666895668303,1781,1798,89662.64284315959,43192.308761124266,89658.78406540486,43184.26963156274
181,7.1771350799850495,-0.9209772612160024,1767,1753,89664.36819595112,43190.22536548833,89659.45570305563,43183.78744369302
182,6.8301959566146095,-0.8178834980032442,1738,1749,89666.86172954747,43186.46465835322,89659.84008620643,43183.43321577
183,7.497792252859217,-0.8340740142577905,1727,1741,89668.24729549566,43184.102845105874,89660.0438455999,43182.64565421214
184,8.0,-0.7696765740248778,1709,1693,89669.21555345564,43180.56514236818,89660.12997295374,43181.927067664896
185,7.6037207818551495,-0.47521531956311425,1667,1655,89667.43771356826,43177.58104063235,89660.15834474486,43181.085323449675
186,7.157652077601878,-0.8710896560987366,1663,1651,89665.86466877486,43175.81511977256,89659.35156132253,43180.50981093822
187,6.6479583657055406,-0.9330275616071095,1659,1663,89664.14504998382,43174.56801427237,89658.74991372903,43179.89378674426
188,6.2809122329120495,-0.9024599222552936,1640,1665,89662.56216360455,43173.64954658669,89658.11492333144,43179.290724608414
189,6.121259918926636,-1.4624634495546356,1628,1618,89661.33537562228,43172.95204451888,89657.07135848171,43179.22348916542
190,6.048992147877542,-1.5054292838527827,1608,1611,89660.21791555683,43172.31926979035,89656.28256285407,43178.76770233424
191,5.990576763113317,-1.4305249390205983,1600,1595,89659.07619375251,43171.721261585604,89655.45752318768,43178.200302704216
192,5.920428572782916,-1.2972367437139798,1585,1573,89658.11189848013,43171.27550393296,89654.70327193198,43177.637575739864
193,5.814167432232382,-1.3365695291873276,1581,1567,89657.17491099848,43170.89552600679,89653.79724672849,43177.19825741235
194,5.661420011054773,-1.4177730173209775,1577,1551,89656.27077193953,43170.57743902406,89652.83159580808,43176.76509136319
195,5.286826429638237,-1.6661699193460497,1559,1537,89655.38706008685,43170.50294678833,89651.83708936696,43176.48139693171
196,4.970184996574395,-2.1501872437708394,1556,1526,89654.56507944179,43170.3649106883,89650.67156895013,43176.32647733579
197,4.542084401534357,-2.799038327464503,1545,1510,89653.68668174217,43170.277939868305,89649.34486986397,43176.19746286738
198,4.067659026989045,-3.607766673319291,1541,1492,89652.77350051199,43170.16654582344,89647.86308097267,43176.06569318801
199,3.4721469397781024,-4.583313714121708,1529,1487,89651.80105240879,43170.09644108046,89646.20732736734,43175.89305099551
200,2.9240815940417875,-5.456928473114887,1521,1471,89650.94578801816,43169.98943220101,89644.54141605062,43175.39547968944
201,2.3803326314650786,-6.101568462753082,1514,1461,89650.20894268436,43169.89426151475,89642.82582182894,43174.06944685272
202,1.6709263007043986,-6.585186391559948,1482,1448,89649.33350669288,43169.61204227953,89641.37267796554,43171.80032991173
203,0.8758041346777986,-6.730308098328916,1495,1436,89648.40734399015,43169.05797757839,89640.93481874447,43170.477241385335
204,0.76937499977421,-6.891897173025004,1436,1422,89648.1985033087,43168.301527960255,89640.54248377962,43168.01787980488
205,0.816758318796205,-6.901573156679237,1394,1408,89648.35259950136,43167.45405553842,89640.73751842722,43166.19581033195
206,1.2133078690124612,-6.785394651624432,1367,1400,89648.90312294844,43166.65003391165,89641.10540273003,43164.86823667037
207,1.9775765422631215,-6.394229972858023,1342,1387,89649.8530105583,43166.188833879176,89642.18229055057,43162.835149503815
208,2.5565135455085275,-5.957017866214811,1333,1374,89650.65489691422,43165.92143569094,89643.47473874029,43161.34699083984
209,2.94396517997425,-5.259820165255343,1325,1362,89651.35545105771,43165.616902156,89645.01918234357,43160.405972030494
210,3.2401808693819083,-4.5153803260270555,1318,1349,89652.03654729135,43165.31955479592,89646.70728060754,43159.685049842636
211,3.4298253986597054,-4.054499861684369,1313,1333,89652.61546373951,43165.08239693852,89648.17174051909,43159.0600677759
212,3.5465916733854423,-3.8140369506992915,1305,1315,89653.16603734091,43164.86361942999,89649.5292256702,43158.464208940466
213,3.587236487421875,-3.7820635691013686,1300,1297,89653.69397663407,43164.649759681786,89650.86425739847,43157.845402814986
214,3.585670818191429,-3.936159152514801,1296,1285,89654.2169333622,43164.46895100408,89652.23586801531,43157.21269120997
215,3.5669395475839005,-4.201656575842848,1283,1267,89654.78252947175,43164.33192648182,89653.64639545567,43156.64685750188
216,3.4171927491959444,-4.58625945249521,1278,1248,89655.36498992423,43164.12950786242,89655.10519447533,43156.13027330719
217,3.1497402834156993,-5.049046400841461,1274,1240,89655.98576449731,43163.87852579264,89656.69038155947,43155.710073191956
218,2.6428459821720645,-5.553304371684754,1260,1226,89656.79353073469,43163.48981791516,89658.5494890031,43155.48397684862
219,2.067990003304815,-5.8885679929227726,1254,1214,89657.58338756929,43163.117722521434,89660.3040777459,43155.64078062583
220,1.6011499571314307,-6.259109335419935,1234,1197,89658.24467199731,43162.92445296695,89662.79478166328,43156.5150709239
221,0.856271939016191,-6.346097879652518,1205,1196,89659.44248420378,43162.89066423507,89662.9230275824,43156.58511518725
222,1.057830322150707,-6.29248339571134,1146,1192,89660.13385443139,43163.441540637585,89663.64130211441,43156.98205749248
223,1.5831348193504584,-6.023929362571148,1120,1176,89660.49349058227,43164.32933684297,89665.31320918602,43158.44395341888
224,5.152588048388841,-5.768604579030971,1110,1168,89658.72893424114,43167.52604685221,89666.07884855842,43159.44822487263
225,6.238374260272277,-5.462773018660781,1106,1162,89658.7079159107,43168.98852011787,89666.71608741026,43160.45704680566
226,6.461791733295081,-4.914963079031789,1101,1156,89659.41328929349,43169.9531619794,89667.13232045078,43161.595703750216
227,6.333537518719788,-4.308811381810603,1095,1151,89660.37772569637,43170.65516619205,89667.45216787678,43162.704577663106
228,6.164177795736736,-3.304958196910522,1086,1134,89661.38922739353,43171.30873830275,89667.49433188736,43164.07049020209
229,5.88127344546899,-1.8269395033422557,1069,1092,89662.48633901085,43171.835524039154,89667.217154067,43165.749808323744
230,5.962462629540689,-0.9055361205058682,1065,1120,89663.74179593555,43172.83190246878,89667.70889435396,43167.31697577353
231,5.964505103723368,-0.81788814828725,1057,1055,89665.31282202399,43173.71270886655,89668.19175073576,43167.57164807077
232,6.305963292023324,-0.6468337912375899,1037,1067,89667.31574349833,43174.76266454669,89668.8417877018,43167.97940748462
233,6.382053677374895,-0.9189140511725871,1035,1014,89667.72452552135,43174.9064361361,89669.84517749764,43167.92023795907
234,6.024680392314624,-1.314734773998686,1020,982,89670.17060242545,43175.0099259055,89670.58514066598,43167.682226878474
235,5.75412490102593,-1.903153542926294,1004,971,89672.41451005475,43174.60293662258,89671.14566620218,43167.05151632928
236,5.547142549849841,-2.593512886904886,995,957,89674.02933444714,43174.00898821355,89671.6702904387,43166.217635166344
237,5.025542135299107,-3.624436565655632,982,937,89675.51137094198,43172.901802563036,89671.99497496845,43164.998822689326
238,4.1387012348160335,-4.004978135507248,968,932,89676.44839777845,43171.42542662781,89672.34068108872,43164.3936290423
239,3.5313105200254777,-4.255446954056468,953,926,89677.28571358859,43170.15078901291,89672.68462509656,43163.868784822465
240,3.1078519331953585,-4.39079016165145,947,922,89678.07063950767,43168.96351774267,89673.02145730382,43163.41956677436
