idx,boundary_idx,center_x,center_y,width,distance
65,3237,89629.56332271696,43152.992578226374,7.379888019142574,5.246767651208195e-11
66,3226,89630.08027453849,43152.1263641573,7.293361837913523,1.4551915228366852e-11
67,3214,89630.55488091588,43151.13227366094,7.202581418322659,4.601719643932854e-11
68,3203,89631.06177949937,43150.26101646597,7.109423713254685,4.1159031748919956e-11
69,3191,89631.60182428376,43149.30240479574,7.03736216286666,5.6827045598086653e-11
70,3181,89632.05336694921,43148.50408469645,6.993896967215229,5.296977098100264e-11
71,3170,89632.59874684436,43147.655017088924,6.909890256018424,3.637978807091713e-11
72,3160,89633.01810824765,43146.83877909309,6.8335599180365705,4.601719643932854e-11
73,3150,89633.46561058357,43146.03959301182,6.728173770317801,3.253907165344266e-11
74,3141,89633.93155700713,43145.35728986882,6.656189131853068,3.637978807091713e-11
75,3132,89634.36068091234,43144.65186320286,6.632158883980177,5.6827045598086653e-11
76,3121,89634.82284853951,43143.75422255956,6.681432371201199,3.918223088210291e-11
77,3111,89635.31060674773,43142.97869790432,6.697980318715143,3.637978807091713e-11
78,3100,89635.88430423557,43142.14776121219,6.705847971116887,3.253907165344266e-11
79,3089,89636.45060495603,43141.31270142044,6.693882698411114,4.658886054991198e-11
80,3078,89636.96897446475,43140.447382959625,6.630937828981908,4.880860748016399e-11
81,3064,89637.62146395653,43139.34033527107,6.572254902551631,4.658886054991198e-11
82,3051,89638.29221649538,43138.35299843678,6.642994816784836,3.637978807091713e-11
83,3037,89639.0874516892,43137.35366465059,6.930751765740371,1.4551915228366852e-11
84,3021,89640.2080596568,43136.42092698485,7.524597685386595,5.093170329928398e-11
85,3006,89641.46682009561,43135.8934525912,7.476591686756448,1.4551915228366852e-11
86,2987,89643.20295964523,43135.86802227782,7.540388176968718,3.637978807091713e-11
87,2974,89644.39174868408,43136.06947207567,7.452294564675137,3.253907165344266e-11
88,2948,89646.41872485566,43137.27545575738,7.42113045513482,4.880860748016399e-11
89,2930,89647.21348926777,43138.717590487184,7.396060199014612,3.253907165344266e-11
90,2916,89647.82235705658,43139.86412481367,7.261611441310156,4.1159031748919956e-11
91,2901,89647.92088385973,43141.25546685868,7.112242529358211,3.637978807091713e-11
92,2884,89647.61304713141,43142.73836895628,6.971521851785142,2.6233838256040975e-11
93,2872,89647.07322518519,43143.74695312645,6.597055922660414,5.296977098100264e-11
94,2858,89646.4170363308,43144.843825077885,6.45066475096186,1.4551915228366852e-11
95,2844,89645.77933771898,43145.95816629788,6.48677458871934,2.6233838256040975e-11
96,2833,89645.25339154109,43146.81878390465,6.531437406869561,5.296977098100264e-11
97,2822,89644.69898302418,43147.662761397616,6.542405368102291,2.0579515874459978e-11
98,2812,89644.21415422244,43148.44168456858,6.5532541813901295,4.880860748016399e-11
99,2801,89643.68949229205,43149.303482050476,6.567707369127646,4.880860748016399e-11
100,2792,89643.24093763634,43149.996624979096,6.59385700708171,2.9999541770795335e-11
101,2783,89642.79996211972,43150.69454862841,6.628700169956747,2.9999541770795335e-11
102,2773,89642.34943541647,43151.49421810452,6.666625874979624,3.637978807091713e-11
103,2763,89641.83064951895,43152.24916194894,6.602758605185127,5.6827045598086653e-11
104,2753,89641.29870965218,43152.99655537434,6.541986336263875,3.918223088210291e-11
105,2743,89640.81434807717,43153.775834682856,6.503055990254532,5.246767651208195e-11
106,2733,89640.307249648,43154.54020547967,6.476375337479168,2.9103830456733704e-11
107,2722,89639.77691490685,43155.39842524228,6.455528505603239,4.880860748016399e-11
108,2712,89639.30782227538,43156.18709591976,6.448550563027479,3.918223088210291e-11
109,2701,89638.76968130145,43157.04050668869,6.443096949160852,4.601719643932854e-11
110,2691,89638.25865294975,43157.80223082232,6.410752989119627,4.880860748016399e-11
111,2680,89637.72304154414,43158.657268873416,6.3799113394670135,4.601719643932854e-11
112,2669,89637.19543542311,43159.51754807221,6.359059923694898,1.626953582672133e-11
113,2659,89636.69956389854,43160.28923068635,6.340958689315117,6.708101469334278e-11
114,2648,89636.14497290489,43161.13221223476,6.323918636433378,3.918223088210291e-11
115,2637,89635.59945088846,43161.98104016155,6.31247305444157,6.173854762337992e-11
116,2626,89635.0589001696,43162.83304525187,6.299526176222466,2.9103830456733704e-11
117,2616,89634.5547860229,43163.59935115148,6.284941182472295,1.4551915228366852e-11
118,2605,89634.01153194538,43164.44994608328,6.268883744722665,3.637978807091713e-11
119,2594,89633.47331310547,43165.3034000659,6.250546201846998,2.9103830456733704e-11
120,2583,89632.91494879885,43166.14244856066,6.233622396285568,5.6827045598086653e-11
121,2571,89632.30939424277,43167.06218564937,6.225419235172283,4.658886054991198e-11
122,2560,89631.77690127197,43167.923113327575,6.18740794709874,3.637978807091713e-11
123,2548,89631.06273770903,43168.757317087926,6.028827122575732,4.1159031748919956e-11
124,2537,89630.49628377195,43169.5914164827,5.932656591513483,4.3655745685100555e-11
125,2525,89629.87079444341,43170.4969520445,5.889813971433144,1.4551915228366852e-11
126,2512,89629.23169470717,43171.50294888424,5.94294844862399,5.246767651208195e-11
127,2500,89628.70766434306,43172.46992438576,6.100956288204693,5.6827045598086653e-11
128,2492,89628.31061723574,43173.07882718527,6.254414166976535,5.246767651208195e-11
129,2486,89627.91948691542,43173.478021052535,6.261860699966087,3.918223088210291e-11
130,2477,89627.26055491394,43173.91851746623,6.311631288823001,5.246767651208195e-11
131,2464,89626.04160400371,43174.0670109704,5.407172615655766,1.4551915228366852e-11
132,2449,89624.80513205327,43174.6361062418,4.757643235212679,2.9103830456733704e-11
133,2432,89623.27921890796,43174.963771315975,5.319074472553039,4.880860748016399e-11
134,2417,89622.03124183313,43175.465748360286,5.872864595523137,3.253907165344266e-11
135,2401,89620.79627495643,43176.22202257353,6.706918417995285,4.1159031748919956e-11
136,2384,89619.79860514932,43177.35695906026,7.520266583034587,4.601719643932854e-11
137,2370,89619.27536373417,43178.52447406887,7.556364966937425,4.1159031748919956e-11
138,2349,89619.08140228904,43180.43351747222,7.96908585706692,4.880860748016399e-11
139,2346,89619.06513649561,43180.70793078186,8.133854548988861,4.601719643932854e-11
140,2326,89619.39838661588,43182.48226818465,8.42645048095459,5.296977098100264e-11
141,2310,89620.1282514683,43183.78560505229,8.1800052390531,7.275957614183426e-12
142,2293,89621.1732968,43184.92720324709,7.7241251414182095,7.275957614183426e-12
143,2278,89622.26731718112,43185.76437150771,7.762313277093627,1.626953582672133e-11
144,2263,89623.42082177545,43186.51187174813,7.870544763197288,5.246767651208195e-11
145,2249,89624.50388961223,43187.20240837179,7.918545850746566,2.9999541770795335e-11
146,2234,89625.59774319206,43188.03787651151,7.827027118330997,4.425792234759297e-11
147,2219,89626.79304432811,43188.7122302119,7.678781346254037,1.4551915228366852e-11
148,2201,89628.36615439087,43189.1990777175,7.731252271269143,2.9103830456733704e-11
149,2188,89629.56358833516,43189.18052358266,7.484644205467544,4.658886054991198e-11
150,2178,89630.47457457679,43189.0679826937,7.501183228848051,1.4551915228366852e-11
151,2166,89631.53224338152,43188.77757832028,7.381645420736628,2.6233838256040975e-11
152,2153,89632.57307010943,43188.17182747355,7.195079105098619,5.246767651208195e-11
153,2136,89633.75538145223,43187.1441020374,7.1329752319012805,2.9103830456733704e-11
154,2121,89634.56848914427,43186.03207205927,7.040138941907822,4.1159031748919956e-11
155,2108,89635.15101983583,43184.99340387562,7.18463155675564,3.637978807091713e-11
156,2095,89635.72440240424,43183.95220812436,7.345154019763487,5.6827045598086653e-11
157,2082,89636.35558996502,43182.94168971905,7.579880717792806,5.246767651208195e-11
158,2069,89637.19694499692,43182.1121289263,7.57528273040676,1.4551915228366852e-11
159,2056,89638.13717935585,43181.369695170295,7.450457965891897,4.425792234759297e-11
160,2043,89639.0918121061,43180.63820116353,7.151488241739049,2.9103830456733704e-11
161,2029,89640.3521139237,43180.40402915271,6.881696033417957,1.4551915228366852e-11
162,2015,89641.62575189052,43180.2747864265,6.700244755286077,1.4551915228366852e-11
163,2000,89642.99709346765,43180.377978234,6.646801316958532,4.3655745685100555e-11
164,1990,89643.89340883079,43180.569754580894,6.6336442394823685,1.626953582672133e-11
165,1980,89644.79905985767,43180.73327476147,6.670606395428691,4.1159031748919956e-11
166,1966,89646.009165535,43181.14409988974,6.902371197863521,3.637978807091713e-11
167,1955,89646.91698126565,43181.56208891918,7.245574563067698,4.880860748016399e-11
168,1942,89647.9746544287,43182.09105615078,7.479586668066204,2.1827872842550278e-11
169,1930,89648.92795151896,43182.63536482574,7.651506754946418,6.173854762337992e-11
170,1919,89649.75976792243,43183.20699572136,7.738207183773047,4.658886054991198e-11
171,1908,89650.59045225638,43183.77704798836,7.727515661714064,3.918223088210291e-11
172,1897,89651.43215520008,43184.33423142286,7.668309303204277,5.246767651208195e-11
173,1885,89652.35955921742,43184.9261674847,7.562458616969113,2.9103830456733704e-11
174,1873,89653.21126443372,43185.62310445297,7.428737432204217,3.253907165344266e-11
175,1861,89654.0650129085,43186.31849646933,7.26608640495399,2.9103830456733704e-11
176,1847,89655.14439867494,43187.01530319679,7.212487226943399,4.425792234759297e-11
177,1831,89656.40951496374,43187.807481430726,7.677854422879177,5.246767651208195e-11
178,1817,89657.626339235,43187.98223538655,9.025620818455424,4.3655745685100555e-11
179,1800,89659.2132963356,43187.77888937919,8.910441265525918,1.4551915228366852e-11
180,1786,89660.47228739476,43187.50971376222,9.236940833359617,4.880860748016399e-11
181,1769,89661.87948182425,43186.88124908629,8.233144801873813,4.425792234759297e-11
182,1742,89663.40080497805,43184.941958436626,7.793315658411275,5.246767651208195e-11
183,1724,89663.87019439715,43183.39382544129,8.807608835817184,4.425792234759297e-11
184,1704,89663.52903269588,43181.631229268016,9.527274120089569,2.0579515874459978e-11
185,1681,89662.80351027216,43179.63116834667,8.943823718918402,5.246767651208195e-11
186,1665,89662.48639117368,43178.15090914861,8.843257748211593,2.9999541770795335e-11
187,1650,89661.37933429772,43177.37571109717,7.536120897247404,3.253907165344266e-11
188,1635,89660.24801228385,43176.61155173241,7.460377159930263,4.425792234759297e-11
189,1622,89659.17757832038,43176.086520893085,7.523055497828398,3.253907165344266e-11
190,1610,89658.23075118661,43175.52416042878,7.567851785534494,2.6233838256040975e-11
191,1598,89657.28249511543,43174.96980503576,7.452856052841807,4.658886054991198e-11
192,1587,89656.4026634933,43174.47666048762,7.289814564677428,2.1827872842550278e-11
193,1576,89655.48107619626,43174.12099366305,7.330649234068988,6.708101469334278e-11
194,1565,89654.48163456525,43173.91070182166,6.9464484541292135,5.6827045598086653e-11
195,1555,89653.63680768425,43173.567991002805,6.620359196823097,4.425792234759297e-11
196,1544,89652.64815489062,43173.36850719823,6.471874324207941,3.253907165344266e-11
197,1532,89651.55513013784,43173.25792082794,6.328954307860394,6.173854762337992e-11
198,1518,89650.28159798354,43173.09472322981,6.342219101197261,4.601719643932854e-11
199,1504,89649.011535387,43172.92463753379,6.494917358882433,7.275957614183426e-12
200,1490,89647.72787768525,43172.80838067984,7.109282183899675,5.6827045598086653e-11
201,1474,89646.46350633839,43172.099997652396,7.769034565403495,1.626953582672133e-11
202,1453,89645.06314759381,43170.81971851025,7.6381450114108755,4.601719643932854e-11
203,1441,89644.68547938275,43169.78788137098,7.57026640173596,4.601719643932854e-11
204,1423,89644.37115391032,43168.17295002371,7.697371533832822,3.253907165344266e-11
205,1408,89644.53472506632,43166.80761396151,7.719218145880644,1.626953582672133e-11
206,1395,89644.91450044107,43165.68142014952,7.687839390522536,3.637978807091713e-11
207,1378,89645.85879796601,43164.394540070796,7.567244763621056,1.626953582672133e-11
208,1363,89646.92260649017,43163.489329800606,7.371530495608383,2.9999541770795335e-11
209,1348,89648.14540710083,43162.87249873104,7.155166052753018,5.246767651208195e-11
210,1334,89649.36372356414,43162.43693928149,7.299531564568968,2.9999541770795335e-11
211,1322,89650.395860989,43162.05522915112,7.28246139414071,2.1827872842550278e-11
212,1311,89651.3253449674,43161.66416008139,7.315416729169241,7.275957614183426e-12
213,1300,89652.25362454893,43161.26909188324,7.369528611751843,4.658886054991198e-11
214,1288,89653.24830376131,43160.79695665131,7.520509267199007,2.0579515874459978e-11
215,1277,89654.20866968409,43160.48665353319,7.61826040825729,1.626953582672133e-11
216,1265,89655.2178761221,43160.04964370355,7.540447898978429,4.3655745685100555e-11
217,1253,89656.25597986436,43159.68315790471,7.415876010641207,4.425792234759297e-11
218,1237,89657.64808389398,43159.2442442312,7.403727594926384,2.9103830456733704e-11
219,1223,89658.93139439139,43159.17375057715,7.416115937451895,5.296977098100264e-11
220,1205,89660.56840847495,43159.45335539141,7.199360071655601,4.425792234759297e-11
221,1198,89661.16904714298,43159.692381325454,7.24688405466856,5.246767651208195e-11
222,1188,89661.92358128913,43160.20731051261,7.288456881872688,3.253907165344266e-11
223,1171,89663.0213875737,43161.32993777919,7.228417754077942,7.275957614183426e-12
224,1146,89663.711009348,43163.46700192614,7.409288265563013,3.637978807091713e-11
225,1129,89663.85033911007,43164.99952282202,6.991070640697279,3.637978807091713e-11
226,1118,89663.62677114042,43165.94917834986,7.6343943392180655,4.601719643932854e-11
227,1108,89663.63684648521,43166.74913987674,9.02143220621773,3.918223088210291e-11
228,1095,89664.27055815261,43167.79433823232,8.540696638013605,2.6233838256040975e-11
229,1084,89665.01197379317,43168.70424080274,7.519423429278925,5.246767651208195e-11
230,1069,89665.76672987673,43170.00537139976,7.55021082618717,4.658886054991198e-11
231,1056,89666.74561731685,43170.632952042324,6.791601546243786,4.880860748016399e-11
232,1039,89668.12842944478,43171.34612187981,7.121351072951748,2.0579515874459978e-11
233,1032,89668.75754730354,43171.46220830755,7.179222368600811,6.708101469334278e-11
234,1014,89670.40207518479,43171.4269879274,7.075290932038612,1.4551915228366852e-11
235,997,89671.86737099735,43170.93900530344,7.276528363303832,5.6827045598086653e-11
236,983,89672.88060083492,43170.14503687747,7.195520333450346,3.253907165344266e-11
237,967,89673.90920487497,43169.06291642344,6.854532105629789,5.246767651208195e-11
238,954,89674.60096689203,43168.080396187535,6.967501038370988,4.658886054991198e-11
239,941,89675.06927888692,43167.00866547932,7.250463607737786,2.6233838256040975e-11
240,931,89675.50656560717,43166.20371777693,7.320710882777775,4.1159031748919956e-11
241,920,89676.06246542528,43165.36223321539,7.263188477076785,2.9999541770795335e-11
242,911,89676.54341295525,43164.69276194361,7.230334051913161,4.425792234759297e-11
243,901,89677.0035988052,43163.89905522451,7.208043126152651,7.275957614183426e-12
244,891,89677.46969070833,43163.10716366443,7.163475306803604,4.1159031748919956e-11
245,879,89678.16209082087,43162.25878953138,7.347642555870714,3.637978807091713e-11
246,866,89678.88181217264,43161.31326449732,7.540225163072019,3.637978807091713e-11
247,854,89679.61026986032,43160.4911618637,7.905438256122771,1.4551915228366852e-11
248,841,89679.96663029479,43159.369871339084,8.005442345333066,2.0579515874459978e-11
249,829,89680.13966050482,43158.27107156302,7.148266244077282,2.0579515874459978e-11
250,817,89680.48719645423,43157.217643282806,6.587733423261316,2.9999541770795335e-11
251,802,89680.34574380057,43155.87862566439,6.2021972542779045,3.253907165344266e-11
252,790,89680.11790893361,43154.78066410823,6.152418699910521,3.253907165344266e-11
253,777,89679.74010441802,43153.67028849176,6.611817542824416,3.918223088210291e-11
254,761,89679.18090417363,43152.3364299363,6.754271486031121,2.9103830456733704e-11
255,747,89678.4361985314,43151.311058729516,7.056199200398999,1.4551915228366852e-11
256,732,89677.46093931411,43150.36465054818,7.449088377030034,2.6233838256040975e-11
257,717,89676.26232897959,43149.68590419191,7.433301723568043,1.626953582672133e-11
258,704,89675.27090312277,43149.023842153656,7.311854716888583,5.246767651208195e-11
259,691,89674.30403030115,43148.3274340224,7.285463510339546,4.3655745685100555e-11
260,678,89673.31364124916,43147.65698240725,7.444353158603262,6.708101469334278e-11
261,668,89672.45892355361,43147.32268119879,7.61735134495993,1.626953582672133e-11
262,660,89671.82720565423,43146.96021843406,7.875010894763252,4.658886054991198e-11
263,650,89670.90784744894,43146.85943499422,7.975084224389517,3.637978807091713e-11
264,637,89669.70773997842,43146.886353373644,7.502078899096406,5.999908354159067e-11
265,624,89668.54412217956,43146.666870382454,7.347115101579359,6.708101469334278e-11
266,611,89667.36270667518,43146.7407906212,6.955369070397572,1.4551915228366852e-11
267,597,89666.09727416975,43146.93737865648,6.962313162455782,4.601719643932854e-11
268,583,89664.83669908333,43147.181825186264,7.0393956217124005,4.658886054991198e-11
269,569,89663.58192253286,43147.44566210874,7.176553841858198,5.6827045598086653e-11
270,557,89662.4882747045,43147.53600631458,7.385144743488637,2.1827872842550278e-11
271,543,89661.24100167245,43147.26214533848,7.267750334058743,4.880860748016399e-11
272,531,89660.19418546504,43146.88338441929,6.796850989072853,2.9999541770795335e-11
273,522,89659.41068843138,43146.6119322648,6.605747568932752,1.4551915228366852e-11
274,509,89658.42012219047,43145.956797775805,6.56696535110216,2.9999541770795335e-11
275,492,89657.44379711534,43144.76110176282,6.720929826285924,4.880860748016399e-11
276,478,89657.05546720611,43143.538016777406,6.531902204067379,1.626953582672133e-11
277,464,89656.71031725501,43142.30373465096,6.424527492763885,4.601719643932854e-11
278,452,89656.40258133531,43141.23843174834,6.1139810323687405,3.918223088210291e-11
279,440,89656.42478908059,43140.14402271414,5.84624444537073,4.601719643932854e-11
280,428,89656.32028206497,43139.05081447687,5.633233192813711,4.1159031748919956e-11
281,416,89656.36819244447,43137.95070774293,5.559521986853012,4.1159031748919956e-11
282,404,89656.40128451026,43136.85112743981,5.517227328226624,4.601719643932854e-11
283,393,89656.46094710859,43135.84395615874,5.516701941069856,3.918223088210291e-11
284,381,89656.52738803577,43134.74559020865,5.582905436172419,5.866064565124215e-11
285,369,89656.71045203212,43133.66250479539,5.752829396396161,1.626953582672133e-11
286,358,89656.83096071253,43132.66394510865,5.906709871308035,5.866064565124215e-11
287,345,89656.97914442062,43131.48385662008,6.123001149406326,2.6233838256040975e-11
288,333,89657.14855150417,43130.39927229472,6.335351090457061,3.637978807091713e-11
289,321,89657.15379631275,43129.29411206503,6.532250685706001,5.246767651208195e-11
290,305,89657.02882042027,43127.84299523586,6.989255886902695,5.246767651208195e-11
291,294,89656.65595864691,43126.937109387014,8.018765628799338,2.0579515874459978e-11
292,278,89655.94213651547,43125.67509079113,8.110815966385168,4.1159031748919956e-11
293,266,89655.53878773638,43124.63857071357,8.434333042032042,3.253907165344266e-11
294,256,89655.13504164395,43123.80748954782,8.210302606333713,4.880860748016399e-11
295,239,89653.9955869934,43122.77503534468,7.588679337275953,1.4551915228366852e-11
296,223,89652.83479211495,43121.88933336435,7.273086865174992,6.708101469334278e-11
297,207,89651.58220415759,43121.11909623125,7.342000296699637,4.601719643932854e-11
298,192,89650.31471937438,43120.609699280416,7.756394533771246,2.0579515874459978e-11
299,177,89648.93582293532,43120.44933762529,7.807998544543023,3.253907165344266e-11
300,162,89647.57845432546,43120.5803052789,7.4480563544666225,4.3655745685100555e-11
301,148,89646.3437541485,43120.93285458204,7.373561506121582,3.637978807091713e-11
302,135,89645.18044527849,43121.19234957021,7.339940021393942,1.626953582672133e-11
303,123,89644.11356279842,43121.46395796478,7.372581928118711,2.6233838256040975e-11
304,111,89643.03346974788,43121.679177817045,7.356643513603056,4.601719643932854e-11
305,98,89641.86704772257,43121.924352834416,7.271697715484986,3.253907165344266e-11
306,86,89640.80945955796,43122.23288750487,7.257559071512636,5.246767651208195e-11
307,74,89639.72911159256,43122.434004332594,7.373110206576787,4.425792234759297e-11
308,62,89638.64913288172,43122.64424151881,7.416401475174738,1.626953582672133e-11
309,51,89637.7061858215,43123.00405454742,7.516385138785475,2.1827872842550278e-11
310,39,89636.6809160257,43123.40681758337,7.529632587286134,3.637978807091713e-11
311,28,89635.82852944585,43123.9425037699,7.579981523309125,4.3655745685100555e-11
312,16,89635.01693143764,43124.68620779607,7.572306241204644,5.246767651208195e-11
