idx,ub,lb,left_boundary_idx,right_boundary_idx,left_x,left_y,right_x,right_y
38,3.9104541477,-3.8698306243,3510,3511,89609.6836987707,43166.1874880476,89616.3770146345,43162.2210849061
39,3.9285562948,-3.8870283415,3495,3506,89610.8121378178,43167.8322497271,89616.5436480831,43162.5187618626
40,3.9154287701,-3.8230554033,3484,3499,89612.2853155197,43169.1808022764,89616.7291337658,43162.8454556641
41,3.9104461820,-3.8138917244,3473,3470,89613.9901266427,43170.1919109174,89617.0059940246,43163.0806564551
42,3.9696091051,-3.8433848425,3456,3465,89615.9132033385,43170.8915616182,89617.2804283077,43163.1991257030
43,3.9630561496,-3.7982692992,3443,3459,89617.9253539601,43171.0810649538,89617.5760722683,43163.3276028225
44,4.0639215681,-3.7861780941,3433,3422,89619.9699958580,43170.9191695940,89617.8436364226,43163.3625393755
45,4.2144743474,-3.8552040573,3423,3420,89621.9145991149,43170.3621556530,89618.1163509332,43163.2422525423
46,4.0269033616,-3.7823612045,3407,3397,89623.4160059681,43169.2081225357,89618.5324410039,43163.1142398405
47,3.9005779881,-3.6598442752,3399,3414,89624.6216912367,43167.9677156086,89619.0756921029,43162.8294397881
48,3.7652489561,-3.7881806463,3382,3384,89625.5645636040,43166.6636472339,89619.4845577680,43162.1817025898
49,3.7330146288,-3.9117042051,3372,3367,89626.3820105957,43165.4410942855,89619.9171283437,43161.3610178747
50,3.7660033954,-3.9303951355,3356,3358,89627.0934050974,43164.3534543170,89620.4789747477,43160.4185005061
51,3.8233527325,-3.9215310213,3341,3346,89627.7827221152,43163.2951873479,89621.0536010829,43159.4608484882
52,3.8691790159,-3.8841591806,3329,3332,89628.3704164832,43162.3587036881,89621.7221017274,43158.3694476049
53,3.8438604997,-3.8592015623,3319,3316,89628.9334689871,43161.3862802536,89622.3874000052,43157.3259667170
54,3.8086940421,-3.8337811435,3306,3304,89629.5112605264,43160.3874020442,89623.0439108996,43156.3154472596
55,3.7602384870,-3.8012992326,3291,3294,89630.0950158678,43159.3772441544,89623.7103988259,43155.3258841466
56,3.7631580674,-3.7848016351,3279,3280,89630.7594249840,43158.3224767539,89624.3143710717,43154.3939941284
57,3.7833693404,-3.7588096325,3265,3267,89631.4016374335,43157.3046068568,89624.9354696381,43153.4221929555
58,3.7830367245,-3.7222946306,3253,3256,89632.0262235408,43156.2560841860,89625.5485319021,43152.4653705616
59,3.7234350735,-3.6814995752,3243,3240,89632.5710510035,43155.2070746164,89626.1770933178,43151.4720562407
60,3.6470928327,-3.6642683910,3228,3228,89633.1277643889,43154.0935905581,89626.7503259875,43150.5180790729
61,3.5888977229,-3.6196624868,3218,3213,89633.6599258000,43153.0172382311,89627.3516440783,43149.5288400289
62,3.5304569288,-3.5674297095,3201,3204,89634.1681274691,43151.9824591493,89627.9826054686,43148.5011788803
63,3.5049733359,-3.5242838455,3190,3189,89634.7298737912,43150.9299225880,89628.5895007258,43147.5084791586
64,3.4744686707,-3.4879372963,3174,3179,89635.2632816395,43149.9125504257,89629.2104772414,43146.4718156545
65,3.4339154388,-3.4216931513,3165,3161,89635.7971131294,43148.8962341463,89629.8674491419,43145.4555286757
66,3.3745341157,-3.3614013076,3150,3151,89636.3101928762,43147.9034142606,89630.5463881256,43144.4175311839
67,3.3292766395,-3.3111987232,3137,3139,89636.8841999685,43146.8694533023,89631.1977883117,43143.4400750043
68,3.3067089958,-3.3605425228,3128,3122,89637.4648127145,43145.8634340196,89631.7723223246,43142.3924405058
69,3.3308405073,-3.3796478484,3109,3114,89638.1264617875,43144.8126840283,89632.3327194428,43141.4269487145
70,3.4064608929,-3.3100788512,3097,3102,89638.7779386715,43143.8544375434,89633.0061190275,43140.4196152581
71,3.4318896227,-3.2488554183,3086,3088,89639.4005099580,43142.8620260728,89633.6748338732,43139.4197902186
72,3.4094365016,-3.2031435148,3075,3072,89639.9624823286,43141.8897189101,89634.3733070855,43138.3559766195
73,3.3609144314,-3.2248097149,3063,3059,89640.4374187343,43141.0653556690,89635.1529864072,43137.1351473398
74,3.3178358113,-3.3139273126,3053,3043,89640.9126179024,43140.3735177241,89636.0364230672,43135.8787423057
75,3.3838934400,-3.4966223354,3047,3037,89641.4320906226,43139.9114360166,89637.0766993882,43134.5848926224
76,3.4923280084,-3.7962802123,3031,3019,89641.8598389138,43139.6870276688,89638.3972672427,43133.2734165785
77,3.4657328746,-3.8764994007,3029,3009,89642.1631985982,43139.4665108764,89640.1691270082,43132.4002492566
78,3.4929216130,-3.8299444344,3028,2997,89642.4406518787,43139.3814796576,89642.1836864244,43132.0631235645
79,3.7870265133,-3.7655860408,2987,2982,89642.6822234872,43139.6285980904,89644.1868608978,43132.2273804436
80,3.7917362525,-3.8149405676,2984,2970,89642.9464436297,43139.6529793540,89646.1302871754,43132.7446747485
81,3.6583407574,-3.7655058079,2961,2956,89643.3277335142,43139.6527832980,89647.8460857026,43133.7622832065
82,3.6123447236,-3.8414859357,2933,2945,89643.6628327871,43139.8208562913,89649.4027563917,43135.0655572985
83,3.5644039841,-3.8201597119,2930,2935,89643.9379528518,43140.0323321761,89650.5456116224,43136.7352688539
84,3.5644444346,-3.7208333199,2928,2916,89644.0930694870,43140.2706686976,89651.1926402647,43138.6362370738
85,3.4830223079,-3.6578008893,2908,2908,89644.2721381536,43140.5972305967,89651.4127272001,43140.5394032463
86,3.4006466968,-3.6677545482,2923,2894,89644.3640544670,43141.0806807045,89651.3152253760,43142.3626788143
87,3.2395416398,-3.4808606198,2877,2885,89644.3993116897,43141.7331589908,89650.7363397105,43143.9705419250
88,3.3365472328,-3.2603622542,2869,2870,89644.0289086251,43142.4467406526,89649.9671819313,43145.3200879898
89,3.3494371442,-3.0854863040,2856,2859,89643.6227522957,43143.2224786712,89649.1378014896,43146.5379684047
90,3.3425266208,-3.1437864259,2847,2842,89643.0555698770,43144.1516512722,89648.4934446110,43147.6874362371
91,3.3279553737,-3.2074220241,2831,2830,89642.4355404263,43145.1299092443,89647.8693574759,43148.7609958590
92,3.2977359883,-3.2483150190,2818,2817,89641.7657552555,43146.1918170098,89647.2755052970,43149.7264228252
93,3.2916973235,-3.2700906358,2806,2804,89641.1298955115,43147.2004529268,89646.6661231535,43150.7228448299
94,3.2874916725,-3.3023915238,2792,2792,89640.5039019623,43148.1882272185,89646.0539211973,43151.7412325707
95,3.2833445538,-3.3611036624,2781,2777,89639.8756401503,43149.1792321540,89645.4660256563,43152.7703715263
96,3.2745426933,-3.3471573635,2764,2768,89639.2418227607,43150.1824348067,89644.8219616062,43153.7473979352
97,3.2744634531,-3.2742363286,2753,2754,89638.6090414071,43151.1733935886,89644.1249553657,43154.7032890589
98,3.2689298992,-3.2303015735,2740,2741,89637.9798696623,43152.1656665293,89643.4504874736,43155.6745624382
99,3.2486193955,-3.2116790379,2728,2727,89637.3560733588,43153.1773715223,89642.8045856186,43156.6485629610
100,3.2250351482,-3.2264673389,2716,2714,89636.7437412837,43154.1830645508,89642.1833648048,43157.6518367097
101,3.2005493039,-3.2423904401,2701,2702,89636.1264040956,43155.1961661884,89641.5667132717,43158.6479061283
102,3.1938617016,-3.2133931881,2689,2690,89635.4929430219,43156.2128073711,89640.9232214803,43159.6135412752
103,3.1884695594,-3.1845757452,2677,2676,89634.8827339041,43157.1927044531,89640.2576488488,43160.6170285897
104,3.1765981471,-3.1730348869,2663,2664,89634.2582132745,43158.1954230234,89639.6158326719,43161.6033188637
105,3.1650081233,-3.1619519256,2650,2651,89633.6441380111,43159.1797208621,89638.9622257135,43162.6073099054
106,3.1561327916,-3.1575020395,2638,2638,89633.0065249109,43160.1837381443,89638.3245050795,43163.5868355139
107,3.1567535715,-3.1422261231,2624,2625,89632.3641562666,43161.1953811100,89637.6897885277,43164.5591269704
108,3.1544172306,-3.1253638973,2612,2612,89631.7561348526,43162.1535377665,89637.0175880497,43165.5817678157
109,3.1383535662,-3.1217557662,2600,2598,89631.1389429094,43163.1265463143,89636.3551793748,43166.5877377263
110,3.1118772405,-3.1279372288,2586,2586,89630.5198913392,43164.1027728303,89635.6943915136,43167.5898679761
111,3.0822575356,-3.1410633011,2574,2573,89629.8695066408,43165.1186230165,89635.0596633421,43168.5525705486
112,3.0908914298,-3.1319575370,2558,2561,89629.1730587917,43166.1691994490,89634.4458566410,43169.4739614835
113,3.1382002304,-2.8910934152,2545,2553,89628.5282688669,43167.1495364000,89633.6068590018,43170.3991985526
114,3.1285744333,-2.7940533341,2535,2534,89627.9369235074,43168.0826984656,89632.8401344675,43171.4047523411
115,3.1065198121,-2.8167403256,2524,2519,89627.4223824695,43168.8697541551,89632.0681222327,43172.5442762617
116,3.0325613229,-3.0919512628,2516,2499,89626.9378297935,43169.5864764781,89631.3797578517,43173.8029832714
117,2.8681414950,-3.5308307536,2508,2492,89626.5182262613,43170.2505780901,89630.5990751050,43175.1794236500
118,2.5668737725,-3.6856362481,2467,2481,89626.0857152657,43170.9785597619,89629.4725097037,43176.2343665498
119,2.4096524004,-3.4319541067,2463,2476,89625.4344543764,43171.5638400583,89628.0793883382,43176.7723610501
120,2.2803090676,-2.6775376005,2459,2454,89624.5967398083,43172.1147930233,89626.5706148126,43176.6627663137
121,2.3613884364,-2.4378267254,2441,2448,89623.5371329095,43172.4768948506,89625.3705687553,43176.9120926104
122,2.6598216560,-2.4063190278,2426,2438,89622.2597219186,43172.6908274137,89624.3614439510,43177.3004419233
123,2.9420612604,-2.7179460496,2420,2421,89620.8599933822,43173.0568914546,89623.6693449346,43177.9704671998
124,3.3856598133,-2.9671160786,2401,2410,89619.2685560334,43173.5401463897,89623.1890693660,43178.5388799034
125,3.5105851790,-3.1262435259,2398,2408,89617.8911769084,43174.5937964059,89622.8630099651,43178.9902007680
126,3.8931187740,-3.1998653549,2379,2407,89616.4500706265,43175.8675358366,89622.6442885806,43179.3232684346
127,3.8623151233,-3.2840542334,2370,2406,89615.6548694099,43177.6234815864,89622.5155335878,43179.6239520362
128,3.8743488530,-3.4441427871,2357,2391,89615.2482871381,43179.5453408117,89622.5534542626,43179.9867625704
129,4.0970385597,-3.9103841147,2339,2351,89615.0542609409,43181.5048285652,89622.9746215646,43180.3272439711
130,4.2888822980,-3.9582288746,2331,2348,89615.3212331278,43183.5233619803,89623.0414823733,43180.6229147250
131,4.3522103910,-3.9783966072,2316,2345,89616.0960850089,43185.3702377942,89623.1686823775,43180.9682633030
132,4.1124123624,-3.9049091583,2304,2311,89617.3006243570,43186.6843914427,89623.4267460840,43181.5125371376
133,3.9282178173,-3.8418945293,2295,2288,89618.5044757709,43187.7405814440,89623.8758594460,43182.1260571282
134,3.7894899987,-3.9823412708,2281,2277,89619.6958153802,43188.6379723209,89624.6181269227,43182.6236385789
135,3.7459841749,-4.0995716430,2270,2264,89620.8473190770,43189.4913420479,89625.4533232475,43183.1401632855
136,3.7492286552,-4.1534046895,2254,2252,89621.9480095836,43190.2700399796,89626.3567021350,43183.7114544791
137,3.8241401112,-4.1259513106,2233,2246,89623.2896505158,43191.1872884637,89626.9928462787,43184.1523545793
138,3.9157919089,-3.9727326376,2223,2239,89624.6751881989,43191.9670576367,89627.6401253591,43184.6569299253
139,3.9970956657,-3.7570883996,2210,2220,89626.2325463936,43192.6129065659,89628.2010224445,43185.1127417308
140,4.0417550964,-3.7153037380,2200,2211,89627.9715057922,43193.0169666177,89628.7143674117,43185.2955601154
141,3.8715276339,-3.6398680608,2188,2189,89629.8222870675,43192.9045188148,89629.1258850474,43185.4254754596
142,3.8608805825,-3.6472123089,2173,2183,89631.6541962194,43192.6114851238,89629.5028357357,43185.4182169560
143,3.8125853765,-3.6233681903,2163,2178,89633.3844462878,43191.9020778221,89629.8541103187,43185.3576043220
144,3.7796305701,-3.4645387708,2150,2155,89634.8954764389,43190.9170753755,89630.3517014557,43185.2750811942
145,3.7459942147,-3.4296583489,2138,2143,89636.1276197384,43189.7744966691,89630.8766495460,43184.8839648215
146,3.6688233145,-3.3549425027,2127,2119,89637.0839042163,43188.5598404619,89631.4980572572,43184.3017188097
147,3.6049862460,-3.5251436487,2118,2111,89637.8487307415,43187.4146999793,89631.9825359211,43183.3617367862
148,3.5994149998,-3.7209561409,2102,2093,89638.5139774329,43186.4392902349,89632.5300399242,43182.2226179060
149,3.5409026947,-3.9714322233,2096,2084,89639.0384648457,43185.6071392581,89633.1785171655,43180.9064808886
150,3.4625994757,-4.1623475356,2070,2074,89639.4821694044,43184.9397795107,89634.0864198049,43179.5522287514
151,3.3815143199,-4.0630624837,2061,2059,89639.8681127514,43184.4408969976,89635.4579017028,43178.4432506016
152,3.3166771610,-3.8931816077,2034,2044,89640.2598632385,43184.0686197573,89637.0651274959,43177.6052052573
153,3.3184130567,-3.6971332368,2030,2038,89640.6920513887,43183.8255133209,89638.7916598652,43177.0722621146
154,3.3628284868,-3.4327570522,2026,2022,89641.2348795649,43183.7211579262,89640.5417244558,43176.9610160036
155,3.3179074721,-3.3335038349,2010,2010,89641.9103980034,43183.6174512359,89642.1805244244,43176.9715273655
156,3.3521159026,-3.2755367622,1996,1998,89642.6381105412,43183.6908250964,89643.7681641958,43177.1602233950
157,3.3651380651,-3.2970899720,1988,1982,89643.4250259039,43183.8530699970,89645.2885245814,43177.4567698870
158,3.3735592518,-3.4118225959,1973,1968,89644.2752532525,43184.1267872219,89646.7408332280,43177.8052112947
159,3.5326910880,-3.4828996708,1959,1963,89645.1222091718,43184.6385182550,89648.0424119656,43178.2595740368
160,3.6189216053,-3.6864619814,1954,1947,89645.9614379578,43185.1320750549,89649.3767037322,43178.6741660249
161,3.7943169540,-3.7884767589,1936,1933,89646.7208197797,43185.7435023889,89650.6434229948,43179.2541307314
162,3.8768301777,-3.8492082634,1921,1917,89647.5143506346,43186.3344023094,89651.8299980064,43179.9260594849
163,3.8718333541,-3.8492914666,1906,1908,89648.4029941094,43186.9325019189,89652.8909643782,43180.6496768087
164,3.8124027698,-3.8322903057,1899,1890,89649.2383797014,43187.4732393706,89653.9912394839,43181.4856141229
165,3.6905369369,-3.8310727257,1881,1881,89650.2651098478,43188.1322185447,89654.9256028052,43182.2284555659
166,3.5810123469,-3.7778294819,1865,1872,89651.4656550779,43188.9085012753,89655.6505139100,43182.8554434020
167,3.5644040991,-3.6864502566,1853,1860,89652.7023403542,43189.7051451238,89656.3171398234,43183.4195971218
168,3.6659513139,-3.5951446514,1833,1843,89654.0159172706,43190.5210279495,89656.9438555227,43183.8764292251
169,4.0212297194,-3.5451587493,1826,1824,89655.4810045825,43191.4665227702,89657.5137775322,43184.1783084076
170,4.6831414210,-3.4892161501,1822,1838,89657.2720684781,43192.5164638848,89657.9640138881,43184.3734521680
171,5.2393758070,-3.4967015137,1805,1836,89659.4181235813,43193.0904947517,89658.3824260623,43184.4160277593
172,5.4272394157,-3.6117535002,1788,1798,89661.6530610695,43192.8415425905,89658.7942005127,43184.2665610015
173,4.8502884505,-3.7663240909,1775,1792,89663.4896179358,43191.4431522489,89659.1111632611,43184.0218891253
174,4.1015780378,-3.8064073646,1764,1754,89664.8150744427,43189.5954740029,89659.3670672218,43183.8635065880
175,3.8099342781,-3.8392720674,1754,1752,89665.9664741166,43187.8602121655,89659.5386619155,43183.7136969992
176,3.9778116154,-3.8285360979,1736,1750,89667.0367182882,43186.1897008977,89659.6764077607,43183.5887599991
177,4.5037384172,-3.7386366658,1729,1748,89668.0641324171,43184.4244987514,89659.9025423914,43183.2733274950
178,5.3460229308,-3.7011443572,1719,1744,89669.0520434731,43182.3935355734,89660.0143641054,43182.8077668912
179,5.6566400108,-3.6221312256,1706,1697,89669.1209739507,43180.2088369019,89660.0722656445,43182.2622422799
180,5.3654910376,-3.4313027103,1686,1691,89668.2275716873,43178.2214072730,89660.1396384604,43181.6810194421
181,4.7144297948,-3.2210332036,1665,1654,89666.7709122375,43176.7588160063,89660.0883636860,43181.0384325611
182,4.4110674901,-3.4737759827,1662,1651,89665.4725855302,43175.4669574231,89659.5251401373,43180.6436986654
183,4.0587897872,-3.5502309634,1659,1663,89664.1817709710,43174.5871566545,89658.9357817250,43180.0986712933
184,3.7433046013,-3.5122826161,1641,1664,89662.7756232698,43173.7706678889,89658.4480960269,43179.5944170106
185,3.6052485147,-3.8997804249,1629,1622,89661.4588796796,43173.0205566233,89657.6140132117,43179.4659007747
186,3.6066326457,-3.9732653563,1608,1616,89660.1873063509,43172.3017504433,89656.8411442391,43179.1030777286
187,3.6609185237,-3.8725299958,1599,1608,89658.9415980607,43171.6569292683,89656.0030053851,43178.5936085662
188,3.7005992420,-3.6427814959,1583,1592,89657.7607910716,43171.1240745468,89655.0833738919,43177.9619600320
189,3.7011532660,-3.4008217549,1577,1570,89656.4153774448,43170.6279347326,89654.3119813623,43177.4112800812
190,3.5147320784,-3.2837462300,1557,1565,89654.9651145779,43170.4276580150,89653.4684477173,43177.0593467605
191,3.3952401793,-3.1227317309,1545,1549,89653.6177789899,43170.2668328343,89652.5006116309,43176.6883509502
192,3.3138067243,-3.0447694322,1538,1534,89652.3461615449,43170.1394367280,89651.4140005143,43176.4293148311
193,3.2711585594,-3.0727436043,1524,1520,89651.2218826854,43170.0237660897,89650.1303347428,43176.2730554695
194,3.2155709682,-3.1946347759,1514,1507,89650.2196918355,43169.8966001958,89648.7470310009,43176.1353506916
195,3.2487449462,-3.5061345596,1483,1489,89649.4156283977,43169.6623898182,89647.1829876395,43176.0376319612
196,3.3889235235,-3.8388144548,1498,1485,89648.8764727444,43169.3252989643,89645.4643959150,43175.6969492995
197,3.4189740321,-4.0444755994,1496,1467,89648.5156903205,43169.1176147609,89643.7374340592,43174.8509687098
198,3.3804169972,-4.0056120621,1490,1457,89648.2413066631,43168.9783215419,89642.3306461516,43173.4074882335
199,3.5229883130,-3.9344445128,1475,1447,89648.1933845322,43168.7429821393,89641.3176675871,43171.6305106398
200,3.5660414614,-3.9128254590,1474,1431,89648.1099615739,43168.5295866793,89640.7218256150,43169.6910071308
201,3.7247487899,-3.9561038474,1436,1420,89648.1943216523,43168.2783189632,89640.5366190870,43167.6824258033
202,3.7899302938,-3.9403123067,1413,1406,89648.2943979919,43167.8557662197,89640.8207315961,43165.8806810908
203,3.8160472447,-3.9485147326,1411,1394,89648.3186837182,43167.6959329482,89641.5857320382,43163.8286620276
204,3.6794502380,-4.0140363482,1387,1382,89648.3782518049,43167.2826742726,89642.6357603194,43162.1627594890
205,3.5860921767,-3.8765378858,1374,1369,89648.6411763762,43166.8432316355,89644.0441664599,43160.9645968212
206,3.5934844554,-3.6494586336,1354,1358,89649.2049182264,43166.4249231123,89645.5165385345,43160.1914585990
207,3.7522460812,-3.4963356861,1340,1347,89650.0103923752,43166.1513984800,89646.9205894740,43159.5943369682
208,3.8149890984,-3.4703092290,1330,1333,89650.9253436050,43165.8040944532,89648.2073372929,43159.0448035580
209,3.7768782540,-3.5045333687,1318,1319,89652.0155510694,43165.3286361125,89649.3135075997,43158.5671335940
210,3.7760950611,-3.5633339817,1305,1306,89653.1676500453,43164.8629709755,89650.3593145429,43158.0820808878
211,3.8253503811,-3.6162138693,1295,1291,89654.2958591911,43164.4471981501,89651.4536373976,43157.5697964773
212,3.9346950979,-3.6705503073,1278,1281,89655.3442849304,43164.1375968559,89652.6751073963,43157.0161328936
213,3.8825792552,-3.6990661220,1272,1264,89656.2471358427,43163.7574376060,89654.0618642255,43156.4975523049
214,3.7389366242,-3.7995657467,1258,1246,89657.0384285579,43163.3786991290,89655.5089347450,43155.9969874933
215,3.5547146850,-3.9167307352,1253,1237,89657.7050053624,43163.0581783475,89657.1045660927,43155.6108990221
216,3.4682327496,-4.0082996575,1234,1224,89658.2442013073,43162.9244964539,89658.8441951206,43155.4720777688
217,3.4201413509,-4.0387968885,1227,1212,89658.6290332137,43162.8904498296,89660.6596794401,43155.7132473410
218,3.3437632580,-4.0800751447,1220,1199,89658.9164124946,43162.8649292212,89662.4405765425,43156.3308918481
219,3.1962867007,-4.1958296043,1212,1190,89659.2290491038,43162.8376653317,89664.1006538504,43157.2779125800
220,3.1209398380,-4.2253036499,1184,1174,89659.5574571990,43163.0104102351,89665.4092544956,43158.5692660376
221,2.9295958017,-4.3293677317,1147,1164,89660.0416067107,43163.3433927798,89666.4534613882,43159.9403542590
222,2.9804760014,-4.2465730277,1142,1157,89660.3330722252,43164.0338370462,89667.0591570910,43161.3899724417
223,3.2572309114,-4.1530828927,1138,1151,89660.3964462383,43164.9949633554,89667.4605598092,43162.7564258568
224,4.9555536888,-3.8076763768,1112,1134,89659.1047744450,43166.5684057364,89667.4933712257,43164.0335200914
225,5.8058984992,-3.2238186637,1108,1104,89658.6600562344,43168.0411395239,89667.2613837337,43165.2928751096
226,6.0037676596,-2.8925974825,1103,1088,89658.9968053444,43169.6343321131,89667.2468856306,43166.3054452103
227,4.9446929827,-2.5976084831,1093,1121,89660.7249556844,43170.8781505924,89667.2811439817,43167.1495172755
228,3.9576809859,-2.9996660848,1068,1057,89662.5742356295,43171.9106456587,89667.9117099075,43167.4479058507
229,3.6667455783,-3.2082584392,1064,1076,89664.0823287040,43173.0509400692,89668.3266050087,43167.6424468511
230,3.5076083538,-3.2616292345,1048,1074,89665.6260824358,43173.9020822972,89668.7122975555,43167.8773122799
231,3.6887975865,-3.2377874652,1037,1068,89667.4128661960,43174.7977643290,89668.9157441144,43168.0361862262
232,3.6985605432,-3.4388661061,1024,1046,89669.3184858648,43175.0728444724,89669.2690847804,43167.9355887879
233,3.6595178237,-3.4724970228,1011,1018,89671.2936342495,43174.8478864102,89669.5363288032,43167.9357584210
234,3.7945138487,-3.4376766925,1000,1013,89673.2143988890,43174.3243876091,89669.8653676671,43167.9143509555
235,3.9889490741,-3.3595168117,988,986,89674.9198840527,43173.5044234929,89670.3317376957,43167.7643133998
236,3.7156845429,-3.2925734589,975,976,89675.9884630920,43172.1686280276,89670.8602196579,43167.3919346629
237,3.4901144082,-3.3581152458,964,960,89676.8423341373,43170.8382554633,89671.3516419643,43166.7455120246
238,3.4452759483,-3.5232339833,950,953,89677.6313738618,43169.6536061478,89671.7810946747,43165.8675311220
239,3.4155235202,-3.8234243024,946,935,89678.2967434093,43168.5488430960,89672.1171371025,43164.7785869415
240,3.4963263821,-3.7985076220,920,925,89678.9783667676,43167.5859859118,89672.7723745004,43163.7518936950
241,3.5171119844,-3.7198553185,911,908,89679.5887782098,43166.6472648140,89673.5119337820,43162.7171684356
242,3.4438298265,-3.7447810854,900,895,89680.1471690789,43165.6586474647,89674.1721250662,43161.6617767027
243,3.4745250474,-3.7444177461,882,889,89680.8380638824,43164.6820324116,89674.8222615197,43160.6916368185
244,3.7229326308,-3.8014900737,861,874,89681.7608042479,43163.7221247580,89675.3438345555,43159.7928198573
245,4.1695654274,-3.7173836566,855,869,89682.8839561433,43162.6850849806,89675.8729857391,43159.0725706424
246,4.6573118492,-3.5459602332,848,863,89683.9805393454,43161.5265068255,89676.4056521656,43158.3777361015
247,4.0327536308,-3.4048192868,837,831,89683.9843065546,43159.6500478722,89676.7667679740,43157.8543230209
248,3.3845021170,-3.2983219159,816,826,89683.6763143948,43157.8882703087,89677.0234525112,43157.2561581261
249,3.0860272661,-3.0710688103,810,801,89683.4496066747,43156.2497347699,89677.3027441210,43156.6045767624
250,2.9919335391,-3.0128454467,793,786,89683.1819685368,43154.6365364612,89677.3139307223,43155.9107039837
251,3.0777037074,-3.1821384065,786,783,89682.8437281150,43153.0461272910,89676.9914451597,43155.2679300509
252,3.3863757593,-3.2066530307,768,780,89682.4780329167,43151.4333996042,89676.7283711081,43154.6597625275
